Ano;Regiao;Curso;Ano Escolar;Valor Alunos;Valor RSI ;Valor GMM
2012;Oeiras;Cursos gerais;11º ano;16.7;1871;1704.9
2012;Oeiras;Cursos gerais;12º ano;36.0;1871;1704.9
2012;Oeiras;Cursos Tecnológicos e Profissionais;10º ano;12.2;1871;1704.9
2012;Oeiras;Cursos Tecnológicos e Profissionais;11º ano;23.3;1871;1704.9
2012;Oeiras;Cursos Tecnológicos e Profissionais;12º ano;35.7;1871;1704.9
2012;Oleiros;Cursos gerais;10º ano;25.0;17;749.0
2012;Oleiros;Cursos gerais;11º ano;11.8;17;749.0
2012;Oleiros;Cursos gerais;12º ano;30.8;17;749.0
2012;Oleiros;Cursos Tecnológicos e Profissionais;10º ano;;17;749.0
2012;Oleiros;Cursos Tecnológicos e Profissionais;11º ano;;17;749.0
2012;Oleiros;Cursos Tecnológicos e Profissionais;12º ano;;17;749.0
2012;Olhão;Cursos gerais;10º ano;19.3;751;917.3
2012;Olhão;Cursos gerais;11º ano;17.2;751;917.3
2012;Olhão;Cursos gerais;12º ano;46.0;751;917.3
2012;Olhão;Cursos Tecnológicos e Profissionais;10º ano;37.1;751;917.3
2012;Olhão;Cursos Tecnológicos e Profissionais;11º ano;9.8;751;917.3
2012;Olhão;Cursos Tecnológicos e Profissionais;12º ano;20.9;751;917.3
2012;Oliveira de Azeméis;Cursos gerais;10º ano;9.0;490;941.9
2012;Oliveira de Azeméis;Cursos gerais;11º ano;7.6;490;941.9
2012;Oliveira de Azeméis;Cursos gerais;12º ano;34.9;490;941.9
2012;Oliveira de Azeméis;Cursos Tecnológicos e Profissionais;10º ano;19.8;490;941.9
2012;Oliveira de Azeméis;Cursos Tecnológicos e Profissionais;11º ano;7.3;490;941.9
2012;Oliveira de Azeméis;Cursos Tecnológicos e Profissionais;12º ano;34.7;490;941.9
2012;Oliveira de Frades;Cursos gerais;10º ano;20.9;44;1140.8
2012;Oliveira de Frades;Cursos gerais;11º ano;7.2;44;1140.8
2012;Oliveira de Frades;Cursos gerais;12º ano;27.0;44;1140.8
2012;Oliveira de Frades;Cursos Tecnológicos e Profissionais;10º ano;17.0;44;1140.8
2012;Oliveira de Frades;Cursos Tecnológicos e Profissionais;11º ano;6.9;44;1140.8
2012;Oliveira de Frades;Cursos Tecnológicos e Profissionais;12º ano;50.0;44;1140.8
2012;Oliveira do Bairro;Cursos gerais;10º ano;12.3;258;908.7
2012;Oliveira do Bairro;Cursos gerais;11º ano;10.2;258;908.7
2012;Oliveira do Bairro;Cursos gerais;12º ano;30.8;258;908.7
2012;Oliveira do Bairro;Cursos Tecnológicos e Profissionais;10º ano;1.0;258;908.7
2012;Oliveira do Bairro;Cursos Tecnológicos e Profissionais;11º ano;2.1;258;908.7
2012;Oliveira do Bairro;Cursos Tecnológicos e Profissionais;12º ano;26.2;258;908.7
2012;Oliveira do Hospital;Cursos gerais;10º ano;18.9;251;750.1
2012;Oliveira do Hospital;Cursos gerais;11º ano;17.0;251;750.1
2012;Oliveira do Hospital;Cursos gerais;12º ano;29.3;251;750.1
2012;Oliveira do Hospital;Cursos Tecnológicos e Profissionais;10º ano;26.1;251;750.1
2012;Oliveira do Hospital;Cursos Tecnológicos e Profissionais;11º ano;4.3;251;750.1
2012;Oliveira do Hospital;Cursos Tecnológicos e Profissionais;12º ano;10.4;251;750.1
2012;Ourém;Cursos gerais;10º ano;13.1;228;903.6
2012;Ourém;Cursos gerais;11º ano;10.2;228;903.6
2012;Ourém;Cursos gerais;12º ano;35.7;228;903.6
2012;Ourém;Cursos Tecnológicos e Profissionais;10º ano;7.3;228;903.6
2012;Ourém;Cursos Tecnológicos e Profissionais;11º ano;8.3;228;903.6
2012;Ourém;Cursos Tecnológicos e Profissionais;12º ano;34.5;228;903.6
2012;Ourique;Cursos gerais;10º ano;36.8;141;775.4
2012;Ourique;Cursos gerais;11º ano;25.0;141;775.4
2012;Ourique;Cursos gerais;12º ano;32.0;141;775.4
2012;Ourique;Cursos Tecnológicos e Profissionais;10º ano;;141;775.4
2012;Ourique;Cursos Tecnológicos e Profissionais;11º ano;0.0;141;775.4
2012;Ourique;Cursos Tecnológicos e Profissionais;12º ano;22.2;141;775.4
2012;Ovar;Cursos gerais;10º ano;11.6;971;923.6
2012;Ovar;Cursos gerais;11º ano;12.9;971;923.6
2012;Ovar;Cursos gerais;12º ano;31.2;971;923.6
2012;Ovar;Cursos Tecnológicos e Profissionais;10º ano;14.9;971;923.6
2012;Ovar;Cursos Tecnológicos e Profissionais;11º ano;8.3;971;923.6
2012;Ovar;Cursos Tecnológicos e Profissionais;12º ano;25.2;971;923.6
2012;Paços de Ferreira;Cursos gerais;10º ano;15.8;1521;712.9
2012;Paços de Ferreira;Cursos gerais;11º ano;15.2;1521;712.9
2012;Paços de Ferreira;Cursos gerais;12º ano;36.2;1521;712.9
2012;Paços de Ferreira;Cursos Tecnológicos e Profissionais;10º ano;18.4;1521;712.9
2012;Paços de Ferreira;Cursos Tecnológicos e Profissionais;11º ano;5.2;1521;712.9
2012;Paços de Ferreira;Cursos Tecnológicos e Profissionais;12º ano;11.2;1521;712.9
2012;Palmela;Cursos gerais;10º ano;16.7;782;1286.2
2012;Palmela;Cursos gerais;11º ano;10.9;782;1286.2
2012;Palmela;Cursos gerais;12º ano;37.6;782;1286.2
2012;Palmela;Cursos Tecnológicos e Profissionais;10º ano;3.9;782;1286.2
2012;Palmela;Cursos Tecnológicos e Profissionais;11º ano;1.7;782;1286.2
2012;Palmela;Cursos Tecnológicos e Profissionais;12º ano;23.5;782;1286.2
2012;Pampilhosa da Serra;Cursos gerais;10º ano;;22;782.8
2012;Pampilhosa da Serra;Cursos gerais;11º ano;30.0;22;782.8
2012;Pampilhosa da Serra;Cursos gerais;12º ano;;22;782.8
2012;Pampilhosa da Serra;Cursos Tecnológicos e Profissionais;10º ano;0.0;22;782.8
2012;Pampilhosa da Serra;Cursos Tecnológicos e Profissionais;11º ano;;22;782.8
2012;Pampilhosa da Serra;Cursos Tecnológicos e Profissionais;12º ano;0.0;22;782.8
2012;Paredes;Cursos gerais;10º ano;14.5;2537;790.9
2012;Paredes;Cursos gerais;11º ano;11.6;2537;790.9
2012;Paredes;Cursos gerais;12º ano;36.2;2537;790.9
2012;Paredes;Cursos Tecnológicos e Profissionais;10º ano;13.8;2537;790.9
2012;Paredes;Cursos Tecnológicos e Profissionais;11º ano;5.5;2537;790.9
2012;Paredes;Cursos Tecnológicos e Profissionais;12º ano;26.2;2537;790.9
2012;Paredes de Coura;Cursos gerais;10º ano;7.1;41;733.7
2012;Paredes de Coura;Cursos gerais;11º ano;14.3;41;733.7
2012;Paredes de Coura;Cursos gerais;12º ano;25.0;41;733.7
2012;Paredes de Coura;Cursos Tecnológicos e Profissionais;10º ano;6.5;41;733.7
2012;Paredes de Coura;Cursos Tecnológicos e Profissionais;11º ano;6.8;41;733.7
2012;Paredes de Coura;Cursos Tecnológicos e Profissionais;12º ano;10.0;41;733.7
2012;Pedrógão Grande;Cursos gerais;10º ano;;49;755.4
2012;Pedrógão Grande;Cursos gerais;11º ano;;49;755.4
2012;Pedrógão Grande;Cursos gerais;12º ano;;49;755.4
2012;Pedrógão Grande;Cursos Tecnológicos e Profissionais;10º ano;20.6;49;755.4
2012;Pedrógão Grande;Cursos Tecnológicos e Profissionais;11º ano;6.5;49;755.4
2012;Pedrógão Grande;Cursos Tecnológicos e Profissionais;12º ano;33.8;49;755.4
2012;Penacova;Cursos gerais;10º ano;7.5;105;831.4
2012;Penacova;Cursos gerais;11º ano;18.5;105;831.4
2012;Penacova;Cursos gerais;12º ano;27.8;105;831.4
2012;Penacova;Cursos Tecnológicos e Profissionais;10º ano;6.0;105;831.4
2012;Penacova;Cursos Tecnológicos e Profissionais;11º ano;17.0;105;831.4
2012;Penacova;Cursos Tecnológicos e Profissionais;12º ano;14.3;105;831.4
2012;Penafiel;Cursos gerais;10º ano;11.4;1501;832.1
2012;Penafiel;Cursos gerais;11º ano;12.3;1501;832.1
2012;Penafiel;Cursos gerais;12º ano;35.3;1501;832.1
2012;Penafiel;Cursos Tecnológicos e Profissionais;10º ano;7.9;1501;832.1
2012;Penafiel;Cursos Tecnológicos e Profissionais;11º ano;2.2;1501;832.1
2012;Penafiel;Cursos Tecnológicos e Profissionais;12º ano;21.4;1501;832.1
2012;Penalva do Castelo;Cursos gerais;10º ano;3.6;91;770.7
2012;Penalva do Castelo;Cursos gerais;11º ano;14.3;91;770.7
2012;Penalva do Castelo;Cursos gerais;12º ano;27.0;91;770.7
2012;Penalva do Castelo;Cursos Tecnológicos e Profissionais;10º ano;8.1;91;770.7
2012;Penalva do Castelo;Cursos Tecnológicos e Profissionais;11º ano;8.1;91;770.7
2012;Penalva do Castelo;Cursos Tecnológicos e Profissionais;12º ano;3.3;91;770.7
2012;Penamacor;Cursos gerais;10º ano;26.7;53;768.7
2012;Penamacor;Cursos gerais;11º ano;18.2;53;768.7
2012;Penamacor;Cursos gerais;12º ano;72.7;53;768.7
2012;Penamacor;Cursos Tecnológicos e Profissionais;10º ano;23.8;53;768.7
2012;Penamacor;Cursos Tecnológicos e Profissionais;11º ano;7.7;53;768.7
2012;Penamacor;Cursos Tecnológicos e Profissionais;12º ano;50.0;53;768.7
2012;Penedono;Cursos gerais;10º ano;;73;948.1
2012;Penedono;Cursos gerais;11º ano;;73;948.1
2012;Penedono;Cursos gerais;12º ano;;73;948.1
2012;Penedono;Cursos Tecnológicos e Profissionais;10º ano;;73;948.1
2012;Penedono;Cursos Tecnológicos e Profissionais;11º ano;;73;948.1
2012;Penedono;Cursos Tecnológicos e Profissionais;12º ano;;73;948.1
2012;Penela;Cursos gerais;10º ano;;51;962.7
2012;Penela;Cursos gerais;11º ano;;51;962.7
2012;Penela;Cursos gerais;12º ano;;51;962.7
2012;Penela;Cursos Tecnológicos e Profissionais;10º ano;4.5;51;962.7
2012;Penela;Cursos Tecnológicos e Profissionais;11º ano;0.0;51;962.7
2012;Penela;Cursos Tecnológicos e Profissionais;12º ano;30.3;51;962.7
2012;Peniche;Cursos gerais;10º ano;22.3;307;859.0
2012;Peniche;Cursos gerais;11º ano;14.7;307;859.0
2012;Peniche;Cursos gerais;12º ano;38.0;307;859.0
2012;Peniche;Cursos Tecnológicos e Profissionais;10º ano;16.5;307;859.0
2012;Peniche;Cursos Tecnológicos e Profissionais;11º ano;4.4;307;859.0
2012;Peniche;Cursos Tecnológicos e Profissionais;12º ano;30.9;307;859.0
2012;Peso da Régua;Cursos gerais;10º ano;14.9;494;881.6
2012;Peso da Régua;Cursos gerais;11º ano;20.0;494;881.6
2012;Peso da Régua;Cursos gerais;12º ano;24.2;494;881.6
2012;Peso da Régua;Cursos Tecnológicos e Profissionais;10º ano;23.4;494;881.6
2012;Peso da Régua;Cursos Tecnológicos e Profissionais;11º ano;11.4;494;881.6
2012;Peso da Régua;Cursos Tecnológicos e Profissionais;12º ano;32.1;494;881.6
2012;Pinhel;Cursos gerais;10º ano;14.0;146;757.9
2012;Pinhel;Cursos gerais;11º ano;18.7;146;757.9
2012;Pinhel;Cursos gerais;12º ano;37.5;146;757.9
2012;Pinhel;Cursos Tecnológicos e Profissionais;10º ano;31.6;146;757.9
2012;Pinhel;Cursos Tecnológicos e Profissionais;11º ano;;146;757.9
2012;Pinhel;Cursos Tecnológicos e Profissionais;12º ano;0.0;146;757.9
2012;Pombal;Cursos gerais;10º ano;16.8;381;915.5
2012;Pombal;Cursos gerais;11º ano;13.5;381;915.5
2012;Pombal;Cursos gerais;12º ano;40.5;381;915.5
2012;Pombal;Cursos Tecnológicos e Profissionais;10º ano;22.4;381;915.5
2012;Pombal;Cursos Tecnológicos e Profissionais;11º ano;24.4;381;915.5
2012;Pombal;Cursos Tecnológicos e Profissionais;12º ano;30.5;381;915.5
2012;Ponta Delgada;Cursos gerais;10º ano;32.4;3901;
2012;Ponta Delgada;Cursos gerais;11º ano;16.0;3901;
2012;Ponta Delgada;Cursos gerais;12º ano;37.1;3901;
2012;Ponta Delgada;Cursos Tecnológicos e Profissionais;10º ano;34.2;3901;
2012;Ponta Delgada;Cursos Tecnológicos e Profissionais;11º ano;8.2;3901;
2012;Ponta Delgada;Cursos Tecnológicos e Profissionais;12º ano;29.8;3901;
2012;Ponta do Sol;Cursos gerais;10º ano;20.6;136;788.2
2012;Ponta do Sol;Cursos gerais;11º ano;8.2;136;788.2
2012;Ponta do Sol;Cursos gerais;12º ano;45.8;136;788.2
2012;Ponta do Sol;Cursos Tecnológicos e Profissionais;10º ano;;136;788.2
2012;Ponta do Sol;Cursos Tecnológicos e Profissionais;11º ano;;136;788.2
2012;Ponta do Sol;Cursos Tecnológicos e Profissionais;12º ano;;136;788.2
2012;Ponte da Barca;Cursos gerais;10º ano;9.7;152;796.3
2012;Ponte da Barca;Cursos gerais;11º ano;23.7;152;796.3
2012;Ponte da Barca;Cursos gerais;12º ano;36.7;152;796.3
2012;Ponte da Barca;Cursos Tecnológicos e Profissionais;10º ano;5.1;152;796.3
2012;Ponte da Barca;Cursos Tecnológicos e Profissionais;11º ano;2.7;152;796.3
2012;Ponte da Barca;Cursos Tecnológicos e Profissionais;12º ano;10.8;152;796.3
2012;Ponte de Lima;Cursos gerais;10º ano;4.7;351;758.4
2012;Ponte de Lima;Cursos gerais;11º ano;8.4;351;758.4
2012;Ponte de Lima;Cursos gerais;12º ano;28.7;351;758.4
2012;Ponte de Lima;Cursos Tecnológicos e Profissionais;10º ano;3.8;351;758.4
2012;Ponte de Lima;Cursos Tecnológicos e Profissionais;11º ano;4.3;351;758.4
2012;Ponte de Lima;Cursos Tecnológicos e Profissionais;12º ano;11.0;351;758.4
2012;Ponte de Sor;Cursos gerais;10º ano;12.3;379;895.9
2012;Ponte de Sor;Cursos gerais;11º ano;15.2;379;895.9
2012;Ponte de Sor;Cursos gerais;12º ano;25.4;379;895.9
2012;Ponte de Sor;Cursos Tecnológicos e Profissionais;10º ano;9.8;379;895.9
2012;Ponte de Sor;Cursos Tecnológicos e Profissionais;11º ano;5.9;379;895.9
2012;Ponte de Sor;Cursos Tecnológicos e Profissionais;12º ano;7.1;379;895.9
2012;Portalegre;Cursos gerais;10º ano;18.7;402;932.1
2012;Portalegre;Cursos gerais;11º ano;14.8;402;932.1
2012;Portalegre;Cursos gerais;12º ano;35.3;402;932.1
2012;Portalegre;Cursos Tecnológicos e Profissionais;10º ano;30.3;402;932.1
2012;Portalegre;Cursos Tecnológicos e Profissionais;11º ano;11.3;402;932.1
2012;Portalegre;Cursos Tecnológicos e Profissionais;12º ano;34.5;402;932.1
2012;Portel;Cursos gerais;10º ano;;135;802.5
2012;Portel;Cursos gerais;11º ano;;135;802.5
2012;Portel;Cursos gerais;12º ano;;135;802.5
2012;Portel;Cursos Tecnológicos e Profissionais;10º ano;37.5;135;802.5
2012;Portel;Cursos Tecnológicos e Profissionais;11º ano;;135;802.5
2012;Portel;Cursos Tecnológicos e Profissionais;12º ano;27.3;135;802.5
2012;Portimão;Cursos gerais;10º ano;22.8;1835;963.9
2012;Portimão;Cursos gerais;11º ano;19.3;1835;963.9
2012;Portimão;Cursos gerais;12º ano;41.9;1835;963.9
2012;Portimão;Cursos Tecnológicos e Profissionais;10º ano;25.5;1835;963.9
2012;Portimão;Cursos Tecnológicos e Profissionais;11º ano;10.5;1835;963.9
2012;Portimão;Cursos Tecnológicos e Profissionais;12º ano;53.3;1835;963.9
2012;Porto;Cursos gerais;10º ano;13.7;9954;1299.2
2012;Porto;Cursos gerais;11º ano;13.1;9954;1299.2
2012;Porto;Cursos gerais;12º ano;25.6;9954;1299.2
2012;Porto;Cursos Tecnológicos e Profissionais;10º ano;17.3;9954;1299.2
2012;Porto;Cursos Tecnológicos e Profissionais;11º ano;8.6;9954;1299.2
2012;Porto;Cursos Tecnológicos e Profissionais;12º ano;32.2;9954;1299.2
2012;Porto de Mós;Cursos gerais;10º ano;10.5;247;940.8
2012;Porto de Mós;Cursos gerais;11º ano;15.4;247;940.8
2012;Porto de Mós;Cursos gerais;12º ano;22.3;247;940.8
2012;Porto de Mós;Cursos Tecnológicos e Profissionais;10º ano;3.0;247;940.8
2012;Porto de Mós;Cursos Tecnológicos e Profissionais;11º ano;0.0;247;940.8
2012;Porto de Mós;Cursos Tecnológicos e Profissionais;12º ano;22.2;247;940.8
2012;Porto Moniz;Cursos gerais;10º ano;25.0;12;825.0
2012;Porto Moniz;Cursos gerais;11º ano;0.0;12;825.0
2012;Porto Moniz;Cursos gerais;12º ano;69.2;12;825.0
2012;Porto Moniz;Cursos Tecnológicos e Profissionais;10º ano;;12;825.0
2012;Porto Moniz;Cursos Tecnológicos e Profissionais;11º ano;;12;825.0
2012;Porto Moniz;Cursos Tecnológicos e Profissionais;12º ano;;12;825.0
2012;Porto Santo;Cursos gerais;10º ano;14.7;50;1125.4
2012;Porto Santo;Cursos gerais;11º ano;15.8;50;1125.4
2012;Porto Santo;Cursos gerais;12º ano;57.9;50;1125.4
2012;Porto Santo;Cursos Tecnológicos e Profissionais;10º ano;36.0;50;1125.4
2012;Porto Santo;Cursos Tecnológicos e Profissionais;11º ano;0.0;50;1125.4
2012;Porto Santo;Cursos Tecnológicos e Profissionais;12º ano;57.1;50;1125.4
2012;Póvoa de Lanhoso;Cursos gerais;10º ano;16.9;200;758.0
2012;Póvoa de Lanhoso;Cursos gerais;11º ano;13.1;200;758.0
2012;Póvoa de Lanhoso;Cursos gerais;12º ano;34.8;200;758.0
2012;Póvoa de Lanhoso;Cursos Tecnológicos e Profissionais;10º ano;17.1;200;758.0
2012;Póvoa de Lanhoso;Cursos Tecnológicos e Profissionais;11º ano;5.7;200;758.0
2012;Póvoa de Lanhoso;Cursos Tecnológicos e Profissionais;12º ano;25.2;200;758.0
2012;Póvoa de Varzim;Cursos gerais;10º ano;13.5;1076;914.7
2012;Póvoa de Varzim;Cursos gerais;11º ano;15.7;1076;914.7
2012;Póvoa de Varzim;Cursos gerais;12º ano;29.4;1076;914.7
2012;Póvoa de Varzim;Cursos Tecnológicos e Profissionais;10º ano;5.8;1076;914.7
2012;Póvoa de Varzim;Cursos Tecnológicos e Profissionais;11º ano;7.1;1076;914.7
2012;Póvoa de Varzim;Cursos Tecnológicos e Profissionais;12º ano;36.0;1076;914.7
2012;Povoação;Cursos gerais;10º ano;51.2;474;
2012;Povoação;Cursos gerais;11º ano;25.5;474;
2012;Povoação;Cursos gerais;12º ano;41.2;474;
2012;Povoação;Cursos Tecnológicos e Profissionais;10º ano;22.0;474;
2012;Povoação;Cursos Tecnológicos e Profissionais;11º ano;10.3;474;
2012;Povoação;Cursos Tecnológicos e Profissionais;12º ano;50.0;474;
2012;Proença-a-Nova;Cursos gerais;10º ano;13.2;18;769.6
2012;Proença-a-Nova;Cursos gerais;11º ano;2.4;18;769.6
2012;Proença-a-Nova;Cursos gerais;12º ano;29.5;18;769.6
2012;Proença-a-Nova;Cursos Tecnológicos e Profissionais;10º ano;;18;769.6
2012;Proença-a-Nova;Cursos Tecnológicos e Profissionais;11º ano;5.6;18;769.6
2012;Proença-a-Nova;Cursos Tecnológicos e Profissionais;12º ano;;18;769.6
2012;Redondo;Cursos gerais;10º ano;18.7;235;801.9
2012;Redondo;Cursos gerais;11º ano;5.9;235;801.9
2012;Redondo;Cursos gerais;12º ano;50.0;235;801.9
2012;Redondo;Cursos Tecnológicos e Profissionais;10º ano;0.0;235;801.9
2012;Redondo;Cursos Tecnológicos e Profissionais;11º ano;0.0;235;801.9
2012;Redondo;Cursos Tecnológicos e Profissionais;12º ano;13.6;235;801.9
2012;Reguengos de Monsaraz;Cursos gerais;10º ano;19.0;362;883.5
2012;Reguengos de Monsaraz;Cursos gerais;11º ano;16.0;362;883.5
2012;Reguengos de Monsaraz;Cursos gerais;12º ano;50.7;362;883.5
2012;Reguengos de Monsaraz;Cursos Tecnológicos e Profissionais;10º ano;12.8;362;883.5
2012;Reguengos de Monsaraz;Cursos Tecnológicos e Profissionais;11º ano;0.0;362;883.5
2012;Reguengos de Monsaraz;Cursos Tecnológicos e Profissionais;12º ano;56.2;362;883.5
2012;Resende;Cursos gerais;10º ano;16.7;441;769.1
2012;Resende;Cursos gerais;11º ano;12.3;441;769.1
2012;Resende;Cursos gerais;12º ano;38.6;441;769.1
2012;Resende;Cursos Tecnológicos e Profissionais;10º ano;8.6;441;769.1
2012;Resende;Cursos Tecnológicos e Profissionais;11º ano;2.2;441;769.1
2012;Resende;Cursos Tecnológicos e Profissionais;12º ano;34.0;441;769.1
2012;Ribeira Brava;Cursos gerais;10º ano;22.6;130;789.1
2012;Ribeira Brava;Cursos gerais;11º ano;5.3;130;789.1
2012;Ribeira Brava;Cursos gerais;12º ano;30.2;130;789.1
2012;Ribeira Brava;Cursos Tecnológicos e Profissionais;10º ano;48.3;130;789.1
2012;Ribeira Brava;Cursos Tecnológicos e Profissionais;11º ano;21.1;130;789.1
2012;Ribeira Brava;Cursos Tecnológicos e Profissionais;12º ano;29.6;130;789.1
2012;Ribeira de Pena;Cursos gerais;10º ano;12.5;98;821.8
2012;Ribeira de Pena;Cursos gerais;11º ano;10.3;98;821.8
2012;Ribeira de Pena;Cursos gerais;12º ano;40.6;98;821.8
2012;Ribeira de Pena;Cursos Tecnológicos e Profissionais;10º ano;0.0;98;821.8
2012;Ribeira de Pena;Cursos Tecnológicos e Profissionais;11º ano;0.0;98;821.8
2012;Ribeira de Pena;Cursos Tecnológicos e Profissionais;12º ano;0.0;98;821.8
2012;Ribeira Grande;Cursos gerais;10º ano;38.5;3466;
2012;Ribeira Grande;Cursos gerais;11º ano;19.0;3466;
2012;Ribeira Grande;Cursos gerais;12º ano;47.3;3466;
2012;Ribeira Grande;Cursos Tecnológicos e Profissionais;10º ano;52.6;3466;
2012;Ribeira Grande;Cursos Tecnológicos e Profissionais;11º ano;23.8;3466;
2012;Ribeira Grande;Cursos Tecnológicos e Profissionais;12º ano;26.8;3466;
2012;Rio Maior;Cursos gerais;10º ano;11.1;246;903.6
2012;Rio Maior;Cursos gerais;11º ano;16.5;246;903.6
2012;Rio Maior;Cursos gerais;12º ano;40.4;246;903.6
2012;Rio Maior;Cursos Tecnológicos e Profissionais;10º ano;4.6;246;903.6
2012;Rio Maior;Cursos Tecnológicos e Profissionais;11º ano;6.3;246;903.6
2012;Rio Maior;Cursos Tecnológicos e Profissionais;12º ano;35.0;246;903.6
2012;Sabrosa;Cursos gerais;10º ano;15.4;125;958.1
2012;Sabrosa;Cursos gerais;11º ano;11.4;125;958.1
2012;Sabrosa;Cursos gerais;12º ano;29.0;125;958.1
2012;Sabrosa;Cursos Tecnológicos e Profissionais;10º ano;9.7;125;958.1
2012;Sabrosa;Cursos Tecnológicos e Profissionais;11º ano;9.1;125;958.1
2012;Sabrosa;Cursos Tecnológicos e Profissionais;12º ano;13.3;125;958.1
2012;Sabugal;Cursos gerais;10º ano;35.7;215;760.4
2012;Sabugal;Cursos gerais;11º ano;12.1;215;760.4
2012;Sabugal;Cursos gerais;12º ano;39.5;215;760.4
2012;Sabugal;Cursos Tecnológicos e Profissionais;10º ano;0.0;215;760.4
2012;Sabugal;Cursos Tecnológicos e Profissionais;11º ano;0.0;215;760.4
2012;Sabugal;Cursos Tecnológicos e Profissionais;12º ano;0.0;215;760.4
2012;Salvaterra de Magos;Cursos gerais;10º ano;16.1;282;885.9
2012;Salvaterra de Magos;Cursos gerais;11º ano;22.5;282;885.9
2012;Salvaterra de Magos;Cursos gerais;12º ano;42.3;282;885.9
2012;Salvaterra de Magos;Cursos Tecnológicos e Profissionais;10º ano;7.7;282;885.9
2012;Salvaterra de Magos;Cursos Tecnológicos e Profissionais;11º ano;4.8;282;885.9
2012;Salvaterra de Magos;Cursos Tecnológicos e Profissionais;12º ano;48.4;282;885.9
2012;Santa Comba Dão;Cursos gerais;10º ano;2.7;137;835.6
2012;Santa Comba Dão;Cursos gerais;11º ano;5.3;137;835.6
2012;Santa Comba Dão;Cursos gerais;12º ano;47.0;137;835.6
2012;Santa Comba Dão;Cursos Tecnológicos e Profissionais;10º ano;22.8;137;835.6
2012;Santa Comba Dão;Cursos Tecnológicos e Profissionais;11º ano;13.2;137;835.6
2012;Santa Comba Dão;Cursos Tecnológicos e Profissionais;12º ano;46.2;137;835.6
2012;Santa Cruz;Cursos gerais;10º ano;21.9;553;1057.4
2012;Santa Cruz;Cursos gerais;11º ano;10.0;553;1057.4
2012;Santa Cruz;Cursos gerais;12º ano;32.5;553;1057.4
2012;Santa Cruz;Cursos Tecnológicos e Profissionais;10º ano;32.6;553;1057.4
2012;Santa Cruz;Cursos Tecnológicos e Profissionais;11º ano;9.1;553;1057.4
2012;Santa Cruz;Cursos Tecnológicos e Profissionais;12º ano;6.7;553;1057.4
2012;Santa Cruz da Graciosa;Cursos gerais;10º ano;29.7;175;
2012;Santa Cruz da Graciosa;Cursos gerais;11º ano;20.0;175;
2012;Santa Cruz da Graciosa;Cursos gerais;12º ano;52.4;175;
2012;Santa Cruz da Graciosa;Cursos Tecnológicos e Profissionais;10º ano;61.5;175;
2012;Santa Cruz da Graciosa;Cursos Tecnológicos e Profissionais;11º ano;22.2;175;
2012;Santa Cruz da Graciosa;Cursos Tecnológicos e Profissionais;12º ano;;175;
2012;Santa Cruz das Flores;Cursos gerais;10º ano;27.3;64;
2012;Santa Cruz das Flores;Cursos gerais;11º ano;32.3;64;
2012;Santa Cruz das Flores;Cursos gerais;12º ano;46.9;64;
2012;Santa Cruz das Flores;Cursos Tecnológicos e Profissionais;10º ano;;64;
2012;Santa Cruz das Flores;Cursos Tecnológicos e Profissionais;11º ano;;64;
2012;Santa Cruz das Flores;Cursos Tecnológicos e Profissionais;12º ano;;64;
2012;Santa Maria da Feira;Cursos gerais;10º ano;8.1;1605;945.5
2012;Santa Maria da Feira;Cursos gerais;11º ano;6.7;1605;945.5
2012;Santa Maria da Feira;Cursos gerais;12º ano;31.1;1605;945.5
2012;Santa Maria da Feira;Cursos Tecnológicos e Profissionais;10º ano;9.2;1605;945.5
2012;Santa Maria da Feira;Cursos Tecnológicos e Profissionais;11º ano;5.5;1605;945.5
2012;Santa Maria da Feira;Cursos Tecnológicos e Profissionais;12º ano;37.1;1605;945.5
2012;Santa Marta de Penaguião;Cursos gerais;10º ano;;202;743.6
2012;Santa Marta de Penaguião;Cursos gerais;11º ano;;202;743.6
2012;Santa Marta de Penaguião;Cursos gerais;12º ano;;202;743.6
2012;Santa Marta de Penaguião;Cursos Tecnológicos e Profissionais;10º ano;;202;743.6
2012;Santa Marta de Penaguião;Cursos Tecnológicos e Profissionais;11º ano;;202;743.6
2012;Santa Marta de Penaguião;Cursos Tecnológicos e Profissionais;12º ano;;202;743.6
2012;Santana;Cursos gerais;10º ano;6.9;146;825.5
2012;Santana;Cursos gerais;11º ano;5.5;146;825.5
2012;Santana;Cursos gerais;12º ano;38.6;146;825.5
2012;Santana;Cursos Tecnológicos e Profissionais;10º ano;;146;825.5
2012;Santana;Cursos Tecnológicos e Profissionais;11º ano;;146;825.5
2012;Santana;Cursos Tecnológicos e Profissionais;12º ano;;146;825.5
2012;Santarém;Cursos gerais;10º ano;13.4;942;974.3
2012;Santarém;Cursos gerais;11º ano;14.0;942;974.3
2012;Santarém;Cursos gerais;12º ano;37.0;942;974.3
2012;Santarém;Cursos Tecnológicos e Profissionais;10º ano;5.7;942;974.3
2012;Santarém;Cursos Tecnológicos e Profissionais;11º ano;3.8;942;974.3
2012;Santarém;Cursos Tecnológicos e Profissionais;12º ano;26.6;942;974.3
2012;Santiago do Cacém;Cursos gerais;10º ano;12.2;244;920.3
2012;Santiago do Cacém;Cursos gerais;11º ano;2.3;244;920.3
2012;Santiago do Cacém;Cursos gerais;12º ano;33.9;244;920.3
