Ano,Regiao,Curso,Ano Escolar,Valor Alunos,Valor RSI,Valor GMM,zscore_valor_alunos,zscore_bool_valor_alunos,zscore_valor_rsi,zscore_bool_valor_rsi,zscore_valor_gmm,zscore_bool_valor_gmm
2012.0,Abrantes,Cursos gerais,10º ano,19.3,556.0,975.8,,False,,False,0.0562327281737361,True
2012.0,Abrantes,Cursos gerais,11º ano,16.5,556.0,975.8,,False,,False,0.0562327281737361,True
2012.0,Abrantes,Cursos gerais,12º ano,38.5,556.0,975.8,,False,,False,0.0562327281737361,True
2012.0,Abrantes,Cursos Tecnológicos e Profissionais,10º ano,12.9,556.0,975.8,,False,,False,0.0562327281737361,True
2012.0,Abrantes,Cursos Tecnológicos e Profissionais,11º ano,7.8,556.0,975.8,,False,,False,0.0562327281737361,True
2012.0,Abrantes,Cursos Tecnológicos e Profissionais,12º ano,32.9,556.0,975.8,,False,,False,0.0562327281737361,True
2012.0,Águeda,Cursos gerais,10º ano,20.3,501.0,925.6,,False,,False,-0.216011925219569,True
2012.0,Águeda,Cursos gerais,11º ano,11.9,501.0,925.6,,False,,False,-0.216011925219569,True
2012.0,Águeda,Cursos gerais,12º ano,40.3,501.0,925.6,,False,,False,-0.216011925219569,True
2012.0,Águeda,Cursos Tecnológicos e Profissionais,10º ano,10.4,501.0,925.6,,False,,False,-0.216011925219569,True
2012.0,Águeda,Cursos Tecnológicos e Profissionais,11º ano,9.8,501.0,925.6,,False,,False,-0.216011925219569,True
2012.0,Águeda,Cursos Tecnológicos e Profissionais,12º ano,14.3,501.0,925.6,,False,,False,-0.216011925219569,True
2012.0,Aguiar da Beira,Cursos gerais,10º ano,11.1,48.0,698.6,,False,,False,-1.4470783857829226,True
2012.0,Aguiar da Beira,Cursos gerais,11º ano,17.6,48.0,698.6,,False,,False,-1.4470783857829226,True
2012.0,Aguiar da Beira,Cursos gerais,12º ano,26.3,48.0,698.6,,False,,False,-1.4470783857829226,True
2012.0,Aguiar da Beira,Cursos Tecnológicos e Profissionais,10º ano,5.9,48.0,698.6,,False,,False,-1.4470783857829226,True
2012.0,Aguiar da Beira,Cursos Tecnológicos e Profissionais,11º ano,0.0,48.0,698.6,,False,,False,-1.4470783857829226,True
2012.0,Aguiar da Beira,Cursos Tecnológicos e Profissionais,12º ano,35.3,48.0,698.6,,False,,False,-1.4470783857829226,True
2012.0,Alandroal,Cursos gerais,10º ano,19.6,94.0,790.9,,False,,False,-0.9465170011573832,True
2012.0,Alandroal,Cursos gerais,11º ano,19.6,94.0,790.9,,False,,False,-0.9465170011573832,True
2012.0,Alandroal,Cursos gerais,12º ano,19.6,94.0,790.9,,False,,False,-0.9465170011573832,True
2012.0,Alandroal,Cursos Tecnológicos e Profissionais,10º ano,19.6,94.0,790.9,,False,,False,-0.9465170011573832,True
2012.0,Alandroal,Cursos Tecnológicos e Profissionais,11º ano,0.0,94.0,790.9,,False,,False,-0.9465170011573832,True
2012.0,Alandroal,Cursos Tecnológicos e Profissionais,12º ano,19.6,94.0,790.9,,False,,False,-0.9465170011573832,True
2012.0,Albergaria-a-Velha,Cursos gerais,10º ano,19.6,342.0,948.4,,False,,False,-0.092362959136554,True
2012.0,Albergaria-a-Velha,Cursos gerais,11º ano,16.8,342.0,948.4,,False,,False,-0.092362959136554,True
2012.0,Albergaria-a-Velha,Cursos gerais,12º ano,46.4,342.0,948.4,,False,,False,-0.092362959136554,True
2012.0,Albergaria-a-Velha,Cursos Tecnológicos e Profissionais,10º ano,10.8,342.0,948.4,,False,,False,-0.092362959136554,True
2012.0,Albergaria-a-Velha,Cursos Tecnológicos e Profissionais,11º ano,7.9,342.0,948.4,,False,,False,-0.092362959136554,True
2012.0,Albergaria-a-Velha,Cursos Tecnológicos e Profissionais,12º ano,32.3,342.0,948.4,,False,,False,-0.092362959136554,True
2012.0,Albufeira,Cursos gerais,10º ano,26.2,350.0,911.2,,False,,False,-0.2941060090614733,True
2012.0,Albufeira,Cursos gerais,11º ano,22.2,350.0,911.2,,False,,False,-0.2941060090614733,True
2012.0,Albufeira,Cursos gerais,12º ano,36.1,350.0,911.2,,False,,False,-0.2941060090614733,True
2012.0,Albufeira,Cursos Tecnológicos e Profissionais,10º ano,3.0,350.0,911.2,,False,,False,-0.2941060090614733,True
2012.0,Albufeira,Cursos Tecnológicos e Profissionais,11º ano,2.4,350.0,911.2,,False,,False,-0.2941060090614733,True
2012.0,Albufeira,Cursos Tecnológicos e Profissionais,12º ano,32.0,350.0,911.2,,False,,False,-0.2941060090614733,True
2012.0,Alcácer do Sal,Cursos gerais,10º ano,21.0,272.0,879.3,,False,,False,-0.4671060975723591,True
2012.0,Alcácer do Sal,Cursos gerais,11º ano,11.3,272.0,879.3,,False,,False,-0.4671060975723591,True
2012.0,Alcácer do Sal,Cursos gerais,12º ano,28.1,272.0,879.3,,False,,False,-0.4671060975723591,True
2012.0,Alcácer do Sal,Cursos Tecnológicos e Profissionais,10º ano,19.9,272.0,879.3,,False,,False,-0.4671060975723591,True
2012.0,Alcácer do Sal,Cursos Tecnológicos e Profissionais,11º ano,6.2,272.0,879.3,,False,,False,-0.4671060975723591,True
2012.0,Alcácer do Sal,Cursos Tecnológicos e Profissionais,12º ano,0.0,272.0,879.3,,False,,False,-0.4671060975723591,True
2012.0,Alcanena,Cursos gerais,10º ano,11.9,134.0,982.5,,False,,False,0.0925681699612891,True
2012.0,Alcanena,Cursos gerais,11º ano,14.0,134.0,982.5,,False,,False,0.0925681699612891,True
2012.0,Alcanena,Cursos gerais,12º ano,26.8,134.0,982.5,,False,,False,0.0925681699612891,True
2012.0,Alcanena,Cursos Tecnológicos e Profissionais,10º ano,20.7,134.0,982.5,,False,,False,0.0925681699612891,True
2012.0,Alcanena,Cursos Tecnológicos e Profissionais,11º ano,5.7,134.0,982.5,,False,,False,0.0925681699612891,True
2012.0,Alcanena,Cursos Tecnológicos e Profissionais,12º ano,33.3,134.0,982.5,,False,,False,0.0925681699612891,True
2012.0,Alcobaça,Cursos gerais,10º ano,9.9,421.0,878.0,,False,,False,-0.4741562579191974,True
2012.0,Alcobaça,Cursos gerais,11º ano,12.2,421.0,878.0,,False,,False,-0.4741562579191974,True
2012.0,Alcobaça,Cursos gerais,12º ano,37.9,421.0,878.0,,False,,False,-0.4741562579191974,True
2012.0,Alcobaça,Cursos Tecnológicos e Profissionais,10º ano,4.5,421.0,878.0,,False,,False,-0.4741562579191974,True
2012.0,Alcobaça,Cursos Tecnológicos e Profissionais,11º ano,1.9,421.0,878.0,,False,,False,-0.4741562579191974,True
2012.0,Alcobaça,Cursos Tecnológicos e Profissionais,12º ano,28.9,421.0,878.0,,False,,False,-0.4741562579191974,True
2012.0,Alcochete,Cursos gerais,10º ano,13.6,211.0,1883.0,,False,,False,4.976160010213712,False
2012.0,Alcochete,Cursos gerais,11º ano,22.2,211.0,1883.0,,False,,False,4.976160010213712,False
2012.0,Alcochete,Cursos gerais,12º ano,36.4,211.0,1883.0,,False,,False,4.976160010213712,False
2012.0,Alcochete,Cursos Tecnológicos e Profissionais,10º ano,0.0,211.0,1883.0,,False,,False,4.976160010213712,False
2012.0,Alcochete,Cursos Tecnológicos e Profissionais,11º ano,4.6,211.0,1883.0,,False,,False,4.976160010213712,False
2012.0,Alcochete,Cursos Tecnológicos e Profissionais,12º ano,49.5,211.0,1883.0,,False,,False,4.976160010213712,False
2012.0,Alcoutim,Cursos gerais,10º ano,19.5,31.0,766.9,,False,,False,-1.076673807560557,True
2012.0,Alcoutim,Cursos gerais,11º ano,19.5,31.0,766.9,,False,,False,-1.076673807560557,True
2012.0,Alcoutim,Cursos gerais,12º ano,19.5,31.0,766.9,,False,,False,-1.076673807560557,True
2012.0,Alcoutim,Cursos Tecnológicos e Profissionais,10º ano,19.5,31.0,766.9,,False,,False,-1.076673807560557,True
2012.0,Alcoutim,Cursos Tecnológicos e Profissionais,11º ano,19.5,31.0,766.9,,False,,False,-1.076673807560557,True
2012.0,Alcoutim,Cursos Tecnológicos e Profissionais,12º ano,19.5,31.0,766.9,,False,,False,-1.076673807560557,True
2012.0,Alenquer,Cursos gerais,10º ano,26.5,421.0,1025.4,,False,,False,0.325223461406963,True
2012.0,Alenquer,Cursos gerais,11º ano,16.2,421.0,1025.4,,False,,False,0.325223461406963,True
2012.0,Alenquer,Cursos gerais,12º ano,20.9,421.0,1025.4,,False,,False,0.325223461406963,True
2012.0,Alenquer,Cursos Tecnológicos e Profissionais,10º ano,12.6,421.0,1025.4,,False,,False,0.325223461406963,True
2012.0,Alenquer,Cursos Tecnológicos e Profissionais,11º ano,1.4,421.0,1025.4,,False,,False,0.325223461406963,True
2012.0,Alenquer,Cursos Tecnológicos e Profissionais,12º ano,49.5,421.0,1025.4,,False,,False,0.325223461406963,True
2012.0,Alfândega da Fé,Cursos gerais,10º ano,11.8,44.0,750.5,,False,,False,-1.165614291936059,True
2012.0,Alfândega da Fé,Cursos gerais,11º ano,25.0,44.0,750.5,,False,,False,-1.165614291936059,True
2012.0,Alfândega da Fé,Cursos gerais,12º ano,36.1,44.0,750.5,,False,,False,-1.165614291936059,True
2012.0,Alfândega da Fé,Cursos Tecnológicos e Profissionais,10º ano,19.5,44.0,750.5,,False,,False,-1.165614291936059,True
2012.0,Alfândega da Fé,Cursos Tecnológicos e Profissionais,11º ano,0.0,44.0,750.5,,False,,False,-1.165614291936059,True
2012.0,Alfândega da Fé,Cursos Tecnológicos e Profissionais,12º ano,19.5,44.0,750.5,,False,,False,-1.165614291936059,True
2012.0,Alijó,Cursos gerais,10º ano,7.8,172.0,896.2,,False,,False,-0.375454013063457,True
2012.0,Alijó,Cursos gerais,11º ano,12.5,172.0,896.2,,False,,False,-0.375454013063457,True
2012.0,Alijó,Cursos gerais,12º ano,31.0,172.0,896.2,,False,,False,-0.375454013063457,True
2012.0,Alijó,Cursos Tecnológicos e Profissionais,10º ano,21.1,172.0,896.2,,False,,False,-0.375454013063457,True
2012.0,Alijó,Cursos Tecnológicos e Profissionais,11º ano,11.1,172.0,896.2,,False,,False,-0.375454013063457,True
2012.0,Alijó,Cursos Tecnológicos e Profissionais,12º ano,0.0,172.0,896.2,,False,,False,-0.375454013063457,True
2012.0,Aljezur,Cursos gerais,10º ano,19.6,83.0,782.6,,False,,False,-0.991529563371814,True
2012.0,Aljezur,Cursos gerais,11º ano,19.6,83.0,782.6,,False,,False,-0.991529563371814,True
2012.0,Aljezur,Cursos gerais,12º ano,19.6,83.0,782.6,,False,,False,-0.991529563371814,True
2012.0,Aljezur,Cursos Tecnológicos e Profissionais,10º ano,19.6,83.0,782.6,,False,,False,-0.991529563371814,True
2012.0,Aljezur,Cursos Tecnológicos e Profissionais,11º ano,19.6,83.0,782.6,,False,,False,-0.991529563371814,True
2012.0,Aljezur,Cursos Tecnológicos e Profissionais,12º ano,19.6,83.0,782.6,,False,,False,-0.991529563371814,True
2012.0,Aljustrel,Cursos gerais,10º ano,12.9,202.0,1021.7,,False,,False,0.3051576204198068,True
2012.0,Aljustrel,Cursos gerais,11º ano,12.5,202.0,1021.7,,False,,False,0.3051576204198068,True
2012.0,Aljustrel,Cursos gerais,12º ano,35.0,202.0,1021.7,,False,,False,0.3051576204198068,True
2012.0,Aljustrel,Cursos Tecnológicos e Profissionais,10º ano,16.3,202.0,1021.7,,False,,False,0.3051576204198068,True
2012.0,Aljustrel,Cursos Tecnológicos e Profissionais,11º ano,3.3,202.0,1021.7,,False,,False,0.3051576204198068,True
2012.0,Aljustrel,Cursos Tecnológicos e Profissionais,12º ano,25.0,202.0,1021.7,,False,,False,0.3051576204198068,True
2012.0,Almada,Cursos gerais,10º ano,23.0,3303.0,1034.9,,False,,False,0.3767438639415527,True
2012.0,Almada,Cursos gerais,11º ano,15.5,3303.0,1034.9,,False,,False,0.3767438639415527,True
2012.0,Almada,Cursos gerais,12º ano,41.0,3303.0,1034.9,,False,,False,0.3767438639415527,True
2012.0,Almada,Cursos Tecnológicos e Profissionais,10º ano,15.4,3303.0,1034.9,,False,,False,0.3767438639415527,True
2012.0,Almada,Cursos Tecnológicos e Profissionais,11º ano,9.0,3303.0,1034.9,,False,,False,0.3767438639415527,True
2012.0,Almada,Cursos Tecnológicos e Profissionais,12º ano,42.1,3303.0,1034.9,,False,,False,0.3767438639415527,True
2012.0,Almeida,Cursos gerais,10º ano,9.7,101.0,761.0,,False,,False,-1.1086706891346705,True
2012.0,Almeida,Cursos gerais,11º ano,15.9,101.0,761.0,,False,,False,-1.1086706891346705,True
2012.0,Almeida,Cursos gerais,12º ano,49.5,101.0,761.0,,False,,False,-1.1086706891346705,True
2012.0,Almeida,Cursos Tecnológicos e Profissionais,10º ano,17.4,101.0,761.0,,False,,False,-1.1086706891346705,True
2012.0,Almeida,Cursos Tecnológicos e Profissionais,11º ano,19.5,101.0,761.0,,False,,False,-1.1086706891346705,True
2012.0,Almeida,Cursos Tecnológicos e Profissionais,12º ano,14.3,101.0,761.0,,False,,False,-1.1086706891346705,True
2012.0,Almeirim,Cursos gerais,10º ano,23.9,431.0,920.8,,False,,False,-0.2420432865002041,True
2012.0,Almeirim,Cursos gerais,11º ano,11.5,431.0,920.8,,False,,False,-0.2420432865002041,True
2012.0,Almeirim,Cursos gerais,12º ano,31.6,431.0,920.8,,False,,False,-0.2420432865002041,True
2012.0,Almeirim,Cursos Tecnológicos e Profissionais,10º ano,0.0,431.0,920.8,,False,,False,-0.2420432865002041,True
2012.0,Almeirim,Cursos Tecnológicos e Profissionais,11º ano,0.0,431.0,920.8,,False,,False,-0.2420432865002041,True
2012.0,Almeirim,Cursos Tecnológicos e Profissionais,12º ano,3.4,431.0,920.8,,False,,False,-0.2420432865002041,True
2012.0,Almodôvar,Cursos gerais,10º ano,18.2,83.0,780.8,,False,,False,-1.0012913238520522,True
2012.0,Almodôvar,Cursos gerais,11º ano,7.7,83.0,780.8,,False,,False,-1.0012913238520522,True
2012.0,Almodôvar,Cursos gerais,12º ano,49.5,83.0,780.8,,False,,False,-1.0012913238520522,True
2012.0,Almodôvar,Cursos Tecnológicos e Profissionais,10º ano,16.0,83.0,780.8,,False,,False,-1.0012913238520522,True
2012.0,Almodôvar,Cursos Tecnológicos e Profissionais,11º ano,6.7,83.0,780.8,,False,,False,-1.0012913238520522,True
2012.0,Almodôvar,Cursos Tecnológicos e Profissionais,12º ano,0.0,83.0,780.8,,False,,False,-1.0012913238520522,True
2012.0,Alpiarça,Cursos gerais,10º ano,2.7,89.0,891.7,,False,,False,-0.3998584142640521,True
2012.0,Alpiarça,Cursos gerais,11º ano,10.5,89.0,891.7,,False,,False,-0.3998584142640521,True
2012.0,Alpiarça,Cursos gerais,12º ano,49.5,89.0,891.7,,False,,False,-0.3998584142640521,True
2012.0,Alpiarça,Cursos Tecnológicos e Profissionais,10º ano,15.2,89.0,891.7,,False,,False,-0.3998584142640521,True
