Valor RSI TRATADO;;
556.0;;
556.0;;VALORES RSI SEM VALORES EM FALTA E COM OUTLIERS TRATADOS
556.0;;
556.0;;
556.0;;
556.0;;
501.0;;
501.0;;
501.0;;
501.0;;
501.0;;
501.0;;
48.0;;
48.0;;
48.0;;
48.0;;
48.0;;
48.0;;
94.0;;
94.0;;
94.0;;
94.0;;
94.0;;
94.0;;
342.0;;
342.0;;
342.0;;
342.0;;
342.0;;
342.0;;
350.0;;
350.0;;
350.0;;
350.0;;
350.0;;
350.0;;
272.0;;
272.0;;
272.0;;
272.0;;
272.0;;
272.0;;
134.0;;
134.0;;
134.0;;
134.0;;
134.0;;
134.0;;
421.0;;
421.0;;
421.0;;
421.0;;
421.0;;
421.0;;
211.0;;
211.0;;
211.0;;
211.0;;
211.0;;
211.0;;
31.0;;
31.0;;
31.0;;
31.0;;
31.0;;
31.0;;
421.0;;
421.0;;
421.0;;
421.0;;
421.0;;
421.0;;
44.0;;
44.0;;
44.0;;
44.0;;
44.0;;
44.0;;
172.0;;
172.0;;
172.0;;
172.0;;
172.0;;
172.0;;
83.0;;
83.0;;
83.0;;
83.0;;
83.0;;
83.0;;
202.0;;
202.0;;
202.0;;
202.0;;
202.0;;
202.0;;
3303.0;;
3303.0;;
3303.0;;
3303.0;;
3303.0;;
3303.0;;
101.0;;
101.0;;
101.0;;
101.0;;
101.0;;
101.0;;
431.0;;
431.0;;
431.0;;
431.0;;
431.0;;
431.0;;
83.0;;
83.0;;
83.0;;
83.0;;
83.0;;
83.0;;
89.0;;
89.0;;
89.0;;
89.0;;
89.0;;
89.0;;
126.0;;
126.0;;
126.0;;
126.0;;
126.0;;
126.0;;
71.0;;
71.0;;
71.0;;
71.0;;
71.0;;
71.0;;
50.0;;
50.0;;
50.0;;
50.0;;
50.0;;
50.0;;
3303.0;;
3303.0;;
3303.0;;
3303.0;;
3303.0;;
3303.0;;
1015.0;;
1015.0;;
1015.0;;
1015.0;;
1015.0;;
1015.0;;
240.0;;
240.0;;
240.0;;
240.0;;
240.0;;
240.0;;
141.0;;
141.0;;
141.0;;
141.0;;
141.0;;
141.0;;
1544.0;;
1544.0;;
1544.0;;
1544.0;;
1544.0;;
1544.0;;
129.0;;
129.0;;
129.0;;
129.0;;
129.0;;
129.0;;
128.0;;
128.0;;
128.0;;
128.0;;
128.0;;
128.0;;
219.0;;
219.0;;
219.0;;
219.0;;
219.0;;
219.0;;
100.0;;
100.0;;
100.0;;
100.0;;
100.0;;
100.0;;
211.0;;
211.0;;
211.0;;
211.0;;
211.0;;
211.0;;
91.0;;
91.0;;
91.0;;
91.0;;
91.0;;
91.0;;
61.0;;
61.0;;
61.0;;
61.0;;
61.0;;
61.0;;
82.0;;
82.0;;
82.0;;
82.0;;
82.0;;
82.0;;
948.0;;
948.0;;
948.0;;
948.0;;
948.0;;
948.0;;
196.0;;
196.0;;
196.0;;
196.0;;
196.0;;
196.0;;
316.0;;
316.0;;
316.0;;
316.0;;
316.0;;
316.0;;
847.0;;
847.0;;
847.0;;
847.0;;
847.0;;
847.0;;
779.0;;
779.0;;
779.0;;
779.0;;
779.0;;
779.0;;
64.0;;
64.0;;
64.0;;
64.0;;
64.0;;
64.0;;
2050.0;;
2050.0;;
2050.0;;
2050.0;;
2050.0;;
2050.0;;
69.0;;
69.0;;
69.0;;
69.0;;
69.0;;
69.0;;
1172.0;;
1172.0;;
1172.0;;
1172.0;;
1172.0;;
1172.0;;
153.0;;
153.0;;
153.0;;
153.0;;
153.0;;
153.0;;
583.0;;
583.0;;
583.0;;
583.0;;
583.0;;
583.0;;
118.0;;
118.0;;
118.0;;
118.0;;
118.0;;
118.0;;
178.0;;
178.0;;
178.0;;
178.0;;
178.0;;
178.0;;
81.0;;
81.0;;
81.0;;
81.0;;
81.0;;
81.0;;
2625.0;;
2625.0;;
2625.0;;
2625.0;;
2625.0;;
2625.0;;
347.0;;
347.0;;
347.0;;
347.0;;
347.0;;
347.0;;
489.0;;
489.0;;
489.0;;
489.0;;
489.0;;
489.0;;
75.0;;
75.0;;
75.0;;
75.0;;
75.0;;
75.0;;
407.0;;
407.0;;
407.0;;
407.0;;
407.0;;
407.0;;
77.0;;
77.0;;
77.0;;
77.0;;
77.0;;
77.0;;
150.0;;
150.0;;
150.0;;
150.0;;
150.0;;
150.0;;
715.0;;
715.0;;
715.0;;
715.0;;
715.0;;
715.0;;
116.0;;
116.0;;
116.0;;
116.0;;
116.0;;
116.0;;
352.0;;
352.0;;
352.0;;
352.0;;
352.0;;
352.0;;
427.0;;
427.0;;
427.0;;
427.0;;
