Ano;Regiao;Curso;Ano Escolar;Valor Alunos;Valor RSI;Valor GMM;zscore_valor_alunos;zscore_bool_valor_alunos;zscore_valor_rsi;zscore_bool_valor_rsi;zscore_valor_gmm;zscore_bool_valor_gmm;valor_alunos_minmax;valor_RSI_minmax;valor_GMM_minmax
2012;Abrantes;Cursos gerais;10Âº ano;19.3;556.0;975.8;0.4774287919890344;True;0.1410343589444591;True;0.0562327281737361;True;0.324;0.692;0.441
2012;Abrantes;Cursos gerais;11Âº ano;16.5;556.0;975.8;0.2438837562243917;True;0.1410343589444591;True;0.0562327281737361;True;0.226;0.692;0.441
2012;Abrantes;Cursos gerais;12Âº ano;38.5;556.0;975.8;2.078880465803727;True;0.1410343589444591;True;0.0562327281737361;True;0.993;0.692;0.441
2012;Abrantes;Cursos TecnolÃ³gicos e Profissionais;10Âº ano;12.9;556.0;975.8;-0.0563884326158631;True;0.1410343589444591;True;0.0562327281737361;True;0.101;0.692;0.441
2012;Abrantes;Cursos TecnolÃ³gicos e Profissionais;11Âº ano;10.0;556.0;975.8;-0.4817740334728909;True;0.1410343589444591;True;0.0562327281737361;True;0.0;0.692;0.441
2012;Abrantes;Cursos TecnolÃ³gicos e Profissionais;12Âº ano;32.9;556.0;975.8;1.6117903942744416;True;0.1410343589444591;True;0.0562327281737361;True;0.798;0.692;0.441
2012;Ãgueda;Cursos gerais;10Âº ano;20.3;501.0;925.6;0.5608377333335497;True;0.0837935095655538;True;-0.216011925219569;True;0.359;0.622;0.365
2012;Ãgueda;Cursos gerais;11Âº ano;11.9;501.0;925.6;-0.1397973739603783;True;0.0837935095655538;True;-0.216011925219569;True;0.066;0.622;0.365
2012;Ãgueda;Cursos gerais;12Âº ano;38.7;501.0;925.6;2.229016560223854;True;0.0837935095655538;True;-0.216011925219569;True;1.0;0.622;0.365
2012;Ãgueda;Cursos TecnolÃ³gicos e Profissionais;10Âº ano;10.4;501.0;925.6;-0.2649107859771512;True;0.0837935095655538;True;-0.216011925219569;True;0.014;0.622;0.365
2012;Ãgueda;Cursos TecnolÃ³gicos e Profissionais;11Âº ano;10.0;501.0;925.6;-0.3149561507838603;True;0.0837935095655538;True;-0.216011925219569;True;0.0;0.622;0.365
2012;Ãgueda;Cursos TecnolÃ³gicos e Profissionais;12Âº ano;14.3;501.0;925.6;0.0603840852664582;True;0.0837935095655538;True;-0.216011925219569;True;0.15;0.622;0.365
2012;Aguiar da Beira;Cursos gerais;10Âº ano;11.1;48.0;698.6;-0.2065245270359905;True;-0.3876629407734303;True;-1.4470783857829226;True;0.038;0.048;0.023
2012;Aguiar da Beira;Cursos gerais;11Âº ano;17.6;48.0;698.6;0.3356335917033586;True;-0.3876629407734303;True;-1.4470783857829226;True;0.265;0.048;0.023
2012;Aguiar da Beira;Cursos gerais;12Âº ano;26.3;48.0;698.6;1.061291381400641;True;-0.3876629407734303;True;-1.4470783857829226;True;0.568;0.048;0.023
2012;Aguiar da Beira;Cursos TecnolÃ³gicos e Profissionais;10Âº ano;10.0;48.0;698.6;-0.6402510220274698;True;-0.3876629407734303;True;-1.4470783857829226;True;0.0;0.048;0.023
2012;Aguiar da Beira;Cursos TecnolÃ³gicos e Profissionais;11Âº ano;10.0;48.0;698.6;-1.1323637759601095;True;-0.3876629407734303;True;-1.4470783857829226;True;0.0;0.048;0.023
2012;Aguiar da Beira;Cursos TecnolÃ³gicos e Profissionais;12Âº ano;35.3;48.0;698.6;1.8119718535012777;True;-0.3876629407734303;True;-1.4470783857829226;True;0.882;0.048;0.023
2012;Alandroal;Cursos gerais;10Âº ano;19.6;94.0;790.9;0.5024514743923891;True;-0.3397887758383457;True;-0.9465170011573832;True;0.334;0.106;0.162
2012;Alandroal;Cursos gerais;11Âº ano;19.6;94.0;790.9;0.5024514743923891;True;-0.3397887758383457;True;-0.9465170011573832;True;0.334;0.106;0.162
2012;Alandroal;Cursos gerais;12Âº ano;19.6;94.0;790.9;0.5024514743923891;True;-0.3397887758383457;True;-0.9465170011573832;True;0.334;0.106;0.162
2012;Alandroal;Cursos TecnolÃ³gicos e Profissionais;10Âº ano;19.6;94.0;790.9;0.5024514743923891;True;-0.3397887758383457;True;-0.9465170011573832;True;0.334;0.106;0.162
2012;Alandroal;Cursos TecnolÃ³gicos e Profissionais;11Âº ano;10.0;94.0;790.9;-1.1323637759601095;True;-0.3397887758383457;True;-0.9465170011573832;True;0.0;0.106;0.162
2012;Alandroal;Cursos TecnolÃ³gicos e Profissionais;12Âº ano;19.6;94.0;790.9;0.5024514743923891;True;-0.3397887758383457;True;-0.9465170011573832;True;0.334;0.106;0.162
2012;Albergaria-a-Velha;Cursos gerais;10Âº ano;19.6;342.0;948.4;0.5024514743923891;True;-0.0816845822752816;True;-0.092362959136554;True;0.334;0.421;0.399
2012;Albergaria-a-Velha;Cursos gerais;11Âº ano;16.8;342.0;948.4;0.2689064386277464;True;-0.0816845822752816;True;-0.092362959136554;True;0.237;0.421;0.399
2012;Albergaria-a-Velha;Cursos gerais;12Âº ano;38.7;342.0;948.4;2.7378111024253977;True;-0.0816845822752816;True;-0.092362959136554;True;1.0;0.421;0.399
2012;Albergaria-a-Velha;Cursos TecnolÃ³gicos e Profissionais;10Âº ano;10.8;342.0;948.4;-0.231547209439345;True;-0.0816845822752816;True;-0.092362959136554;True;0.028;0.421;0.399
2012;Albergaria-a-Velha;Cursos TecnolÃ³gicos e Profissionais;11Âº ano;10.0;342.0;948.4;-0.4734331393384393;True;-0.0816845822752816;True;-0.092362959136554;True;0.0;0.421;0.399
2012;Albergaria-a-Velha;Cursos TecnolÃ³gicos e Profissionais;12Âº ano;32.3;342.0;948.4;1.5617450294677322;True;-0.0816845822752816;True;-0.092362959136554;True;0.777;0.421;0.399
2012;Albufeira;Cursos gerais;10Âº ano;26.2;350.0;911.2;1.0529504872661894;True;-0.0733586405474408;True;-0.2941060090614733;True;0.564;0.431;0.343
2012;Albufeira;Cursos gerais;11Âº ano;22.2;350.0;911.2;0.7193147218881285;True;-0.0733586405474408;True;-0.2941060090614733;True;0.425;0.431;0.343
2012;Albufeira;Cursos gerais;12Âº ano;36.1;350.0;911.2;1.8786990065768905;True;-0.0733586405474408;True;-0.2941060090614733;True;0.909;0.431;0.343
2012;Albufeira;Cursos TecnolÃ³gicos e Profissionais;10Âº ano;10.0;350.0;911.2;-0.8821369519265639;True;-0.0733586405474408;True;-0.2941060090614733;True;0.0;0.431;0.343
