Ano;Regiao;Alunos10CGeral;Alunos10CProfissional;Alunos11CGeral;Alunos11CProfissional;Alunos12CGeral;Alunos12CProfissional;valor_RSI;valor_GMM;;;;
2014;Lousã;0.328;0.0;0.293;0.0;0.895;0.951;0.261;0.293;0.707;;0.707;0.707
2014;Lousada;0.094;0.0;0.0;0.0;0.728;0.509;0.655;0.038;0.634;;0.634;0.634
2014;Mação;0.258;0.0;0.523;0.0;1.0;0.303;0.024;0.159;0.631;;0.631;0.631
2014;Macedo de Cavaleiros;0.282;0.0;0.672;0.038;0.338;1.0;0.204;0.16;0.526;;0.526;0.526
2014;Machico;0.394;0.07;0.101;0.0;1.0;1.0;0.309;0.56;;;;
2014;Madalena;0.84;0.202;0.16;0.028;0.941;0.0;0.118;0.376;0.501;;0.501;0.501
2014;Mafra;0.174;0.0;0.0;0.0;1.0;0.718;0.512;0.321;0.58;;0.58;0.58
2014;Maia;0.244;0.028;0.118;0.0;0.791;0.885;1.0;0.739;;;;
2014;Mangualde;0.226;0.0;0.139;0.0;0.669;1.0;0.28;0.384;0.57;;0.57;0.57
2014;Manteigas;0.0;0.0;0.07;0.0;1.0;0.0;0.019;0.068;0.916;;0.916;0.916
2014;Marco de Canaveses;0.0;0.0;0.0;0.0;0.742;0.157;1.0;0.175;0.659;;0.659;0.659
2014;Marinha Grande;0.0;0.0;0.0;0.0;0.801;0.331;0.631;0.747;;;;
2014;Marvão;0.233;0.233;0.233;0.233;0.233;0.233;0.025;0.014;1.0;;1.0;1.0
2014;Matosinhos;0.544;0.0;0.178;0.0;1.0;0.425;1.0;0.664;;;;
2014;Mealhada;0.0;0.0;0.118;0.0;0.631;0.648;0.089;0.408;0.566;;0.566;0.566
2014;Mêda;0.258;0.244;0.063;0.244;1.0;0.523;0.014;0.167;0.606;;0.606;0.606
2014;Melgaço;0.0;0.24;0.098;0.0;0.38;0.303;0.014;0.149;0.512;;0.512;0.512
2014;Mértola;0.0;0.0;0.348;0.0;0.47;0.206;0.072;0.149;0.513;;0.513;0.513
2014;Mesão Frio;0.0;0.0;0.0;0.0;1.0;0.348;0.105;0.091;0.618;;0.618;0.618
2014;Mira;0.0;0.0;0.031;0.0;0.934;0.038;0.056;0.224;0.711;;0.711;0.711
2014;Miranda do Corvo;0.049;0.0;0.523;0.0;0.537;0.631;0.104;0.18;0.696;;0.696;0.696
2014;Miranda do Douro;0.589;0.105;0.247;0.0;1.0;1.0;0.061;0.214;0.641;;0.641;0.641
2014;Mirandela;0.265;0.359;0.094;0.07;1.0;0.24;0.226;0.224;0.501;;0.501;0.501
2014;Mogadouro;0.505;0.24;0.213;0.0;1.0;0.0;0.046;0.152;0.796;;0.796;0.796
2014;Moimenta da Beira;0.01;0.0;0.275;0.0;0.979;0.54;0.241;0.075;0.567;;0.567;0.567
2014;Moita;0.418;0.0;0.31;0.0;1.0;1.0;1.0;0.389;0.812;;0.812;0.812
2014;Monção;0.0;0.0;0.0;0.0;0.571;0.0;0.057;0.177;0.53;;0.53;0.53
2014;Monchique;0.24;0.24;0.24;0.24;0.24;0.24;0.035;0.101;0.715;;0.715;0.715
2014;Mondim de Basto;0.334;0.24;0.073;0.0;1.0;0.456;0.138;0.076;0.54;;0.54;0.54
2014;Monforte;0.254;0.254;0.254;0.254;0.254;0.254;0.238;0.361;0.599;;0.599;0.599
2014;Montalegre;0.505;0.0;0.443;0.0;0.613;0.0;0.033;0.143;0.772;;0.772;0.772
2014;Montemor-o-Novo;0.265;0.0;0.0;0.0;0.251;0.303;0.198;0.313;0.573;;0.573;0.573
2014;Montemor-o-Velho;0.073;0.181;0.024;0.0;1.0;1.0;0.184;0.226;0.619;;0.619;0.619
2014;Montijo;0.251;0.0;0.174;0.0;1.0;0.941;1.0;0.432;0.802;;0.802;0.802
2014;Mora;1.0;0.244;0.348;0.244;1.0;0.0;0.054;0.216;1.0;;1.0;1.0
2014;Mortágua;0.0;0.296;0.0;0.0;0.697;0.812;0.016;0.298;0.953;;0.953;0.953
2014;Moura;0.035;0.0;0.143;0.0;0.833;0.46;0.995;0.285;0.707;;0.707;0.707
2014;Mourão;0.251;0.251;0.251;0.251;0.251;0.251;0.321;0.239;0.769;;0.769;0.769
2014;Murça;0.16;0.0;0.0;0.0;0.348;0.812;0.143;0.158;0.841;;0.841;0.841
2014;Murtosa;0.258;0.244;0.244;0.523;0.425;0.244;0.065;0.179;0.549;;0.549;0.549
2014;Nazaré;0.0;0.0;0.0;0.0;0.892;0.606;0.124;0.193;0.689;;0.689;0.689
2014;Nelas;0.244;0.0;0.244;0.0;0.812;0.76;0.219;0.378;0.518;;0.518;0.518
2014;Nisa;0.16;0.0;0.0;0.0;0.659;0.739;0.074;0.154;1.0;;1.0;1.0
2014;Nordeste;0.812;0.0;0.216;0.0;0.561;0.0;0.322;0.376;0.657;;0.657;0.657
2014;Óbidos;0.871;0.0;0.746;0.251;1.0;1.0;0.048;0.362;0.671;;0.671;0.671
2014;Odemira;0.415;0.0;0.233;0.0;1.0;0.0;0.191;0.252;0.786;;0.786;0.786
2014;Odivelas;0.533;0.0;0.303;0.0;1.0;1.0;1.0;0.35;0.767;;0.767;0.767
2014;Oeiras;0.275;0.0;0.059;0.0;0.92;0.645;1.0;1.0;;;;
2014;Oleiros;0.648;0.247;0.087;0.0;0.0;0.247;0.155;0.205;0.863;;0.863;0.863
2014;Olhão;0.463;0.014;0.251;0.0;1.0;1.0;0.617;0.303;0.661;;0.661;0.661
2014;Oliveira de Azeméis;0.0;0.0;0.021;0.0;0.711;0.557;0.493;0.417;0.668;;0.668;0.668
2014;Oliveira de Frades;0.052;0.0;0.0;0.066;0.453;1.0;0.024;0.564;;;;
2014;Oliveira do Bairro;0.0;0.0;0.0;0.0;0.676;0.784;0.281;0.38;0.673;;0.673;0.673
2014;Oliveira do Hospital;0.39;0.0;0.38;0.0;0.69;1.0;0.161;0.127;1.0;;1.0;1.0
2014;Ourém;0.087;0.0;0.0;0.0;0.735;0.857;0.185;0.313;0.905;;0.905;0.905
2014;Ourique;0.0;0.0;0.0;0.24;0.958;0.24;0.081;0.144;0.517;;0.517;0.517
2014;Ovar;0.303;0.0;0.206;0.0;0.847;0.774;0.999;0.372;1.0;;1.0;1.0
2014;Paços de Ferreira;0.136;0.0;0.0;0.0;0.923;0.139;1.0;0.093;0.87;;0.87;0.87
2014;Palmela;0.307;0.0;0.014;0.0;0.951;0.432;0.612;0.973;;;;
2014;Pampilhosa da Serra;0.244;0.244;0.244;0.244;0.244;0.038;0.006;0.22;0.552;;0.552;0.552
2014;Paredes;0.209;0.0;0.139;0.0;0.979;0.582;1.0;0.173;0.636;;0.636;0.636
2014;Paredes de Coura;0.0;0.0;0.0;0.0;0.767;0.0;0.009;0.082;0.556;;0.556;0.556
2014;Pedrógão Grande;0.244;0.199;0.244;0.0;0.244;1.0;0.062;0.176;0.701;;0.701;0.701
2014;Penacova;0.0;0.0;0.0;0.045;1.0;1.0;0.035;0.2;1.0;;1.0;1.0
2014;Penafiel;0.01;0.0;0.0;0.0;0.878;0.202;1.0;0.258;0.548;;0.548;0.548
2014;Penalva do Castelo;0.0;0.0;0.0;0.111;1.0;0.087;0.106;0.157;0.573;;0.573;0.573
2014;Penamacor;0.0;0.0;0.063;0.0;1.0;0.425;0.037;0.153;0.675;;0.675;0.675
2014;Penedono;0.24;0.24;0.24;0.24;0.24;0.24;0.008;0.102;0.759;;0.759;0.759
2014;Penela;0.244;0.0;0.244;0.087;0.244;1.0;0.006;0.202;0.611;;0.611;0.611
2014;Peniche;0.0;0.0;0.139;0.0;1.0;1.0;0.26;0.234;0.597;;0.597;0.597
2014;Peso da Régua;0.216;0.0;0.199;0.0;1.0;0.512;0.484;0.34;0.615;;0.615;0.615
2014;Pinhel;0.132;0.0;0.0;0.0;1.0;0.233;0.106;0.096;0.62;;0.62;0.62
2014;Pombal;0.174;0.422;0.0;0.366;0.784;1.0;0.422;0.334;0.767;;0.767;0.767
2014;Ponta Delgada;0.498;0.617;0.282;0.0;1.0;0.683;1.0;0.376;1.0;;1.0;1.0
2014;Ponta do Sol;0.338;0.244;0.139;0.244;0.882;0.244;0.086;0.163;0.595;;0.595;0.595
2014;Ponte da Barca;0.0;0.108;0.0;0.0;1.0;0.286;0.058;0.166;0.68;;0.68;0.68
2014;Ponte de Lima;0.0;0.0;0.0;0.0;0.627;0.617;0.248;0.16;0.616;;0.616;0.616
2014;Ponte de Sor;0.401;0.0;0.073;0.0;0.652;0.331;0.308;0.309;0.838;;0.838;0.838
2014;Portalegre;0.181;0.0;0.0;0.014;0.993;0.387;0.304;0.365;0.801;;0.801;0.801
2014;Portel;0.244;0.0;0.244;0.244;0.244;0.0;0.098;0.21;0.821;;0.821;0.821
2014;Portimão;0.467;0.021;0.223;0.0;0.986;1.0;1.0;0.386;0.897;;0.897;0.897
2014;Porto;0.07;0.0;0.0;0.0;0.443;0.578;1.0;0.94;;;;
2014;Porto de Mós;0.042;0.0;0.0;0.0;0.822;0.857;0.245;0.384;0.546;;0.546;0.546
2014;Porto Moniz;0.07;0.244;0.105;0.244;0.812;0.244;0.0;0.178;0.908;;0.908;0.908
2014;Porto Santo;0.195;0.265;0.348;0.0;0.812;1.0;0.06;0.667;;;;
2014;Póvoa de Lanhoso;0.049;0.042;0.178;0.0;1.0;0.544;0.124;0.103;0.635;;0.635;0.635
2014;Póvoa de Varzim;0.174;0.024;0.0;0.0;0.895;0.61;0.707;0.27;0.708;;0.708;0.708
2014;Povoação;1.0;0.0;0.463;0.0;1.0;0.993;0.479;0.376;0.854;;0.854;0.854
2014;Proença-a-Nova;0.139;0.244;0.178;0.0;0.39;0.244;0.015;0.18;0.578;;0.578;0.578
2014;Redondo;0.753;0.0;0.038;0.0;0.958;0.0;0.169;0.201;1.0;;1.0;1.0
2014;Reguengos de Monsaraz;0.063;0.0;0.355;0.0;1.0;0.854;0.337;0.272;0.741;;0.741;0.741
2014;Resende;0.035;0.0;0.059;0.0;0.913;0.136;0.311;0.135;0.707;;0.707;0.707
2014;Ribeira Brava;0.425;0.488;0.171;0.321;1.0;1.0;0.125;0.174;0.734;;0.734;0.734
2014;Ribeira de Pena;0.038;0.0;0.334;0.0;0.969;0.0;0.089;0.18;1.0;;1.0;1.0
2014;Ribeira Grande;0.397;0.446;0.387;0.139;0.47;0.582;1.0;0.376;0.519;;0.519;0.519
2014;Rio Maior;0.206;0.0;0.404;0.0;1.0;1.0;0.184;0.357;0.66;;0.66;0.66
2014;Sabrosa;0.404;0.0;0.286;0.0;1.0;0.554;0.098;0.438;0.506;;0.506;0.506
2014;Sabugal;0.098;0.0;0.192;0.244;1.0;0.115;0.202;0.125;1.0;;1.0;1.0
2014;Salvaterra de Magos;0.038;0.0;0.296;0.0;0.937;0.958;0.229;0.289;0.625;;0.625;0.625
2014;Santa Comba Dão;0.049;0.206;0.0;0.0;0.606;0.871;0.074;0.216;0.593;;0.593;0.593
2014;Santa Cruz;0.087;0.0;0.0;0.0;0.871;0.812;0.362;0.574;;;;
2014;Santa Cruz da Graciosa;0.958;1.0;0.195;0.254;1.0;1.0;0.146;0.376;0.977;;0.977;0.977
2014;Santa Cruz das Flores;1.0;0.254;0.777;0.254;1.0;0.254;0.018;0.376;0.707;;0.707;0.707
2014;Santa Maria da Feira;0.0;0.0;0.0;0.0;0.505;0.819;1.0;0.425;0.916;;0.916;0.916
2014;Santa Marta de Penaguião;0.244;0.244;0.244;0.244;0.244;0.244;0.18;0.154;0.646;;0.646;0.646
2014;Santana;0.0;0.265;0.0;0.247;1.0;0.247;0.098;0.218;0.935;;0.935;0.935
2014;Santarém;0.16;0.0;0.098;0.0;0.843;1.0;0.968;0.451;0.652;;0.652;0.652
2014;Santiago do Cacém;0.585;0.0;0.122;0.0;1.0;0.735;0.232;0.37;0.63;;0.63;0.63
2014;Santo Tirso;0.024;0.0;0.0;0.0;0.787;0.3;0.992;0.276;0.58;;0.58;0.58
2014;São Brás de Alportel;0.223;0.418;0.0;0.122;1.0;1.0;0.131;0.242;0.891;;0.891;0.891
2014;São João da Madeira;0.08;0.0;0.0;0.0;0.544;0.38;0.242;0.402;0.696;;0.696;0.696
2014;São João da Pesqueira;0.254;0.265;0.314;0.0;1.0;0.812;0.041;0.243;0.575;;0.575;0.575
2014;São Pedro do Sul;0.077;0.0;0.718;0.0;0.965;0.767;0.108;0.091;1.0;;1.0;1.0
2014;São Roque do Pico;0.0;1.0;0.0;0.254;0.561;0.254;0.063;0.376;0.625;;0.625;0.625
2014;São Vicente;0.0;0.648;0.247;0.115;1.0;0.0;0.005;0.271;0.903;;0.903;0.903
2014;Sardoal;0.0;0.24;0.0;0.24;0.739;0.387;0.07;0.144;0.932;;0.932;0.932
2014;Sátão;0.084;0.0;0.0;0.0;0.885;0.0;0.156;0.091;0.508;;0.508;0.508
2014;Seia;0.139;0.195;0.509;0.0;0.941;0.641;0.45;0.187;0.695;;0.695;0.695
2014;Seixal;0.369;0.0;0.153;0.0;1.0;1.0;1.0;0.686;;;;
2014;Sernancelhe;0.237;0.0;0.237;0.0;0.237;1.0;0.093;0.043;0.925;;0.925;0.925
2014;Serpa;0.533;0.0;0.185;0.0;1.0;0.481;0.478;0.173;0.603;;0.603;0.603
2014;Sertã;0.0;0.0;0.052;0.0;0.669;0.111;0.137;0.151;0.923;;0.923;0.923
2014;Sesimbra;0.477;0.0;0.171;0.0;1.0;1.0;0.504;0.328;0.663;;0.663;0.663
2014;Setúbal;0.289;0.0;0.098;0.0;1.0;0.843;1.0;0.774;;;;
2014;Sever do Vouga;0.035;0.0;0.0;0.0;0.613;1.0;0.061;0.376;0.69;;0.69;0.69
2014;Silves;0.561;0.0;0.153;0.0;0.916;1.0;0.179;0.291;0.511;;0.511;0.511
2014;Sines;0.523;0.035;0.348;0.0;1.0;1.0;0.311;1.0;;;;
2014;Sintra;0.484;0.0;0.22;0.0;1.0;1.0;1.0;0.761;;;;
2014;Sobral de Monte Agraço;0.007;0.0;0.0;0.247;0.328;0.188;0.082;0.264;0.633;;0.633;0.633
2014;Soure;0.0;0.098;0.0;0.0;0.533;0.941;0.068;0.218;0.8;;0.8;0.8
2014;Sousel;0.24;0.24;0.24;0.24;0.24;0.24;0.091;0.146;0.556;;0.556;0.556
2014;Tábua;0.213;0.0;0.195;0.0;0.61;0.603;0.132;0.073;0.949;;0.949;0.949
2014;Tabuaço;0.0;0.0;0.0;0.038;0.941;0.038;0.158;0.261;0.73;;0.73;0.73
2014;Tarouca;0.188;0.0;0.01;0.244;1.0;0.0;0.103;0.156;0.59;;0.59;0.59
2014;Tavira;0.15;0.003;0.491;0.0;1.0;1.0;0.124;0.246;0.635;;0.635;0.635
2014;Terras de Bouro;0.387;0.0;0.0;0.0;0.209;0.993;0.011;0.245;0.717;;0.717;0.717
2014;Tomar;0.261;0.0;0.22;0.0;0.801;1.0;0.501;0.363;0.534;;0.534;0.534
2014;Tondela;0.125;0.251;0.003;0.0;0.836;0.063;0.098;0.376;0.867;;0.867;0.867
2014;Torre de Moncorvo;0.477;0.258;0.0;0.303;1.0;0.233;0.056;0.445;1.0;;1.0;1.0
2014;Torres Novas;0.324;0.0;0.0;0.0;1.0;0.641;0.27;0.461;0.735;;0.735;0.735
2014;Torres Vedras;0.181;0.0;0.108;0.0;1.0;1.0;0.529;0.407;1.0;;1.0;1.0
2014;Trancoso;0.0;0.0;0.0;0.0;0.937;1.0;0.089;0.174;0.627;;0.627;0.627
2014;Trofa;0.031;0.0;0.0;0.0;0.362;0.662;0.603;0.422;0.618;;0.618;0.618
2014;Vagos;0.171;0.0;0.035;0.0;1.0;0.941;0.128;0.289;0.53;;0.53;0.53
2014;Vale de Cambra;0.056;0.0;0.0;0.0;0.338;0.38;0.098;0.525;;;;
2014;Valença;0.0;0.0;0.275;0.0;1.0;0.686;0.155;0.257;0.509;;0.509;0.509
2014;Valongo;0.15;0.0;0.118;0.0;1.0;0.979;1.0;0.443;0.724;;0.724;0.724
2014;Valpaços;0.275;0.0;0.0;0.0;1.0;0.063;0.218;0.198;1.0;;1.0;1.0
2014;Velas;0.575;0.432;0.098;0.0;1.0;0.348;0.133;0.376;0.876;;0.876;0.876
2014;Vendas Novas;0.178;0.0;0.056;0.0;0.864;0.0;0.11;0.485;0.543;;0.543;0.543
2014;Viana do Alentejo;0.045;0.244;0.188;0.0;0.648;0.244;0.113;0.198;1.0;;1.0;1.0
2014;Viana do Castelo;0.042;0.0;0.0;0.0;0.676;0.091;0.84;0.401;1.0;;1.0;1.0
2014;Vidigueira;0.251;0.07;0.251;0.0;0.251;0.348;0.26;0.25;0.828;;0.828;0.828
2014;Vieira do Minho;0.0;0.017;0.498;0.101;0.878;0.261;0.094;0.33;0.608;;0.608;0.608
2014;Vila da Praia da Vitória;0.456;0.578;0.303;0.0;1.0;0.467;1.0;0.376;0.592;;0.592;0.592
2014;Vila de Rei;0.0;0.237;0.0;0.237;0.0;0.0;0.0;0.039;0.527;;0.527;0.527
2014;Vila do Bispo;0.251;0.251;0.251;0.251;0.251;0.251;0.001;0.36;0.571;;0.571;0.571
2014;Vila do Conde;0.125;0.0;0.01;0.038;1.0;0.338;0.739;0.468;0.653;;0.653;0.653
2014;Vila do Porto;0.122;0.697;0.0;0.0;0.122;0.0;0.222;0.376;0.575;;0.575;0.575
2014;Vila Flor;0.0;0.244;0.024;0.244;1.0;0.0;0.079;0.168;0.683;;0.683;0.683
2014;Vila Franca de Xira;0.394;0.0;0.167;0.0;0.61;1.0;1.0;0.648;;;;
2014;Vila Franca do Campo;0.648;0.749;0.756;0.0;1.0;0.875;0.853;0.376;0.592;;0.592;0.592
2014;Vila Nova da Barquinha;0.0;0.24;0.073;0.0;0.882;0.24;0.077;0.123;0.704;;0.704;0.704
2014;Vila Nova de Cerveira;0.15;0.0;0.0;0.0;0.882;0.132;0.034;0.497;0.521;;0.521;0.521
2014;Vila Nova de Famalicão;0.049;0.0;0.035;0.0;0.61;0.679;1.0;0.393;0.829;;0.829;0.829
2014;Vila Nova de Foz Côa;0.0;0.0;0.056;0.0;0.812;0.247;0.065;0.244;0.56;;0.56;0.56
2014;Vila Nova de Gaia;0.22;0.0;0.073;0.0;0.969;0.561;1.0;0.552;;;;
2014;Vila Nova de Paiva;0.0;0.0;0.286;0.0;1.0;1.0;0.044;0.072;0.518;;0.518;0.518
2014;Vila Nova de Poiares;0.115;0.0;0.164;0.0;1.0;1.0;0.157;0.295;0.537;;0.537;0.537
2014;Vila Pouca de Aguiar;0.436;0.0;0.0;0.0;0.972;0.425;0.186;0.165;0.686;;0.686;0.686
2014;Vila Real;0.31;0.0;0.247;0.0;0.808;0.676;0.773;0.429;0.805;;0.805;0.805
2014;Vila Real de Santo António;0.202;0.0;0.443;0.0;1.0;1.0;0.331;0.264;0.638;;0.638;0.638
2014;Vila Velha de Ródão;0.272;0.272;0.272;0.272;0.272;0.272;0.155;0.691;;;;
2014;Vila Verde;0.467;0.0;0.08;0.0;1.0;0.439;0.127;0.173;1.0;;1.0;1.0
2014;Vila Viçosa;0.39;0.0;0.146;0.0;1.0;0.0;0.108;0.485;0.581;;0.581;0.581
2014;Vimioso;0.24;0.24;0.24;0.24;0.24;0.24;0.028;0.11;0.606;;0.606;0.606
2014;Vinhais;0.0;0.0;0.0;0.24;1.0;0.24;0.099;0.09;0.888;;0.888;0.888
2014;Viseu;0.118;0.0;0.0;0.0;0.721;0.822;1.0;0.364;0.872;;0.872;0.872
2014;Vizela;0.362;0.0;0.174;0.0;0.92;0.798;0.067;0.105;0.796;;0.796;0.796
2014;Vouzela;0.244;0.0;0.0;0.0;0.885;0.0;0.015;0.193;0.514;;0.514;0.514
2015;Abrantes;0.118;0.843;0.15;0.077;0.857;0.582;0.601;0.473;0.712;;0.712;0.712
2015;Águeda;0.359;0.0;0.038;0.0;0.739;0.394;0.428;0.399;0.869;;0.869;0.869
2015;Aguiar da Beira;0.017;0.0;0.0;0.0;1.0;1.0;0.023;0.062;1.0;;1.0;1.0
2015;Alandroal;0.199;0.199;0.199;0.199;0.199;0.199;0.057;0.217;0.566;;0.566;0.566
2015;Albergaria-a-Velha;0.202;0.0;0.0;0.0;0.575;0.92;0.276;0.46;0.581;;0.581;0.581
2015;Albufeira;0.634;0.0;0.237;0.0;0.784;1.0;0.229;0.302;0.695;;0.695;0.695
2015;Alcácer do Sal;0.199;0.0;0.007;0.0;0.666;0.0;0.11;0.312;0.669;;0.669;0.669
2015;Alcanena;0.0;0.101;0.0;0.213;0.697;0.648;0.032;0.445;0.623;;0.623;0.623
2015;Alcobaça;0.122;0.0;0.0;0.0;0.798;0.986;0.33;0.292;0.612;;0.612;0.612
2015;Alcochete;0.0;0.0;0.0;0.0;1.0;1.0;0.203;1.0;;;;
2015;Alcoutim;0.199;0.199;0.199;0.199;0.199;0.199;0.0;0.227;0.702;;0.702;0.702
2015;Alenquer;0.331;0.0;0.213;0.0;0.571;0.756;0.25;0.587;;;;
2015;Alfândega da Fé;0.369;0.192;0.174;0.0;1.0;0.192;0.024;0.093;0.59;;0.59;0.59
2015;Alijó;0.0;0.0;0.0;0.0;1.0;0.0;0.151;0.347;0.634;;0.634;0.634
2015;Aljezur;0.195;0.195;0.195;0.195;0.195;0.195;0.037;0.146;0.739;;0.739;0.739
2015;Aljustrel;0.0;0.017;0.275;0.0;0.812;0.0;0.195;0.604;;;;
2015;Almada;0.247;0.0;0.157;0.0;0.847;1.0;1.0;0.556;;;;
2015;Almeida;0.0;0.0;0.0;0.0;1.0;0.195;0.071;0.113;1.0;;1.0;1.0
2015;Almeirim;0.233;0.0;0.0;0.0;1.0;0.47;0.333;0.332;0.85;;0.85;0.85
2015;Almodôvar;0.0;0.0;0.0;0.0;0.491;0.0;0.057;0.199;0.983;;0.983;0.983
2015;Alpiarça;0.056;0.0;0.449;0.0;0.958;1.0;0.075;0.3;0.68;;0.68;0.68
2015;Alter do Chão;0.199;0.0;0.233;0.0;0.812;0.62;0.082;0.197;0.567;;0.567;0.567
2015;Alvaiázere;0.812;0.0;0.0;0.0;0.0;0.0;0.074;0.194;0.638;;0.638;0.638
2015;Alvito;0.206;0.0;0.206;0.0;0.206;0.77;0.03;0.325;0.715;;0.715;0.715
2015;Amadora;0.422;0.052;0.233;0.0;1.0;1.0;1.0;0.905;;;;
2015;Amarante;0.038;0.0;0.0;0.0;0.62;0.035;0.747;0.239;0.542;;0.542;0.542
2015;Amares;0.056;0.139;0.397;0.0;0.979;0.0;0.125;0.206;0.689;;0.689;0.689
2015;Anadia;0.07;0.059;0.035;0.0;0.533;0.0;0.12;0.394;0.62;;0.62;0.62
2015;Angra do Heroísmo;0.418;0.693;0.317;0.0;0.763;1.0;1.0;0.368;0.755;;0.755;0.755
2015;Ansião;0.213;0.0;0.0;0.0;0.195;0.24;0.127;0.18;0.64;;0.64;0.64
2015;Arcos de Valdevez;0.0;0.0;0.0;0.0;0.826;0.408;0.035;0.178;0.506;;0.506;0.506
2015;Arganil;0.007;0.275;0.0;0.0;0.122;0.098;0.054;0.101;0.623;;0.623;0.623
2015;Armamar;0.0;0.195;0.0;0.195;0.087;0.195;0.048;0.145;0.558;;0.558;0.558
2015;Arouca;0.188;0.0;0.0;0.195;0.944;0.233;0.115;0.158;0.779;;0.779;0.779
2015;Arraiolos;0.024;0.202;0.0;0.725;0.892;0.202;0.048;0.282;0.62;;0.62;0.62
2015;Arronches;0.199;0.199;0.199;0.199;0.199;0.199;0.025;0.17;0.878;;0.878;0.878
2015;Arruda dos Vinhos;0.035;0.139;0.0;0.0;0.895;0.784;0.035;0.333;0.812;;0.812;0.812
2015;Aveiro;0.073;0.0;0.017;0.0;0.53;0.355;0.963;0.664;;;;
2015;Avis;0.202;0.014;0.202;0.031;0.202;0.122;0.163;0.237;0.717;;0.717;0.717
2015;Azambuja;0.697;0.0;0.0;0.0;0.923;0.753;0.243;0.66;;;;
2015;Baião;0.066;0.143;0.0;0.0;1.0;0.847;0.532;0.08;0.578;;0.578;0.578
2015;Barcelos;0.0;0.0;0.0;0.0;0.652;0.331;0.202;0.209;0.798;;0.798;0.798
2015;Barrancos;0.195;0.195;0.195;0.195;0.195;0.195;0.019;0.13;0.552;;0.552;0.552
2015;Barreiro;0.254;0.0;0.035;0.0;0.829;1.0;1.0;0.597;;;;
2015;Batalha;0.111;0.038;0.01;0.0;0.564;0.997;0.048;0.376;0.524;;0.524;0.524
2015;Beja;0.199;0.01;0.028;0.0;0.958;1.0;1.0;0.49;1.0;;1.0;1.0
2015;Belmonte;0.0;0.195;0.038;0.195;0.456;0.0;0.131;0.077;0.503;;0.503;0.503
2015;Benavente;0.157;0.0;0.16;0.0;1.0;0.22;0.488;0.515;;;;
2015;Bombarral;0.0;0.0;0.0;0.0;0.387;1.0;0.032;0.224;0.992;;0.992;0.992
2015;Borba;0.206;0.206;0.206;0.206;0.206;0.206;0.181;0.31;0.802;;0.802;0.802
2015;Boticas;0.192;0.192;0.192;0.192;0.192;0.192;0.034;0.091;0.636;;0.636;0.636
2015;Braga;0.146;0.0;0.0;0.0;0.509;0.711;1.0;0.454;1.0;;1.0;1.0
2015;Bragança;0.23;0.0;0.122;0.014;0.909;1.0;0.257;0.329;1.0;;1.0;1.0
2015;Cabeceiras de Basto;0.0;0.0;0.0;0.0;1.0;0.028;0.252;0.071;0.63;;0.63;0.63
2015;Cadaval;0.648;0.202;0.105;0.0;0.84;0.202;0.035;0.273;0.709;;0.709;0.709
2015;Caldas da Rainha;0.195;0.195;0.031;0.0;0.693;0.613;0.278;0.325;0.543;;0.543;0.543
2015;Calheta [R.A.A.];0.233;0.199;0.314;0.199;0.582;0.0;0.037;0.164;0.595;;0.595;0.595
2015;Calheta [R.A.M.];0.0;0.125;0.017;0.0;0.54;0.226;0.127;0.706;;;;
2015;Câmara de Lobos;0.362;1.0;0.188;0.0;1.0;0.0;0.526;0.337;0.572;;0.572;0.572
2015;Caminha;0.0;0.206;0.0;0.0;0.174;0.972;0.085;0.252;0.559;;0.559;0.559
2015;Campo Maior;0.659;0.0;0.0;0.0;0.739;0.038;0.241;0.757;;;;
2015;Cantanhede;0.098;0.0;0.0;0.0;0.561;0.502;0.232;0.394;0.812;;0.812;0.812
2015;Carrazeda de Ansiães;0.328;0.0;0.0;0.0;0.456;1.0;0.038;0.08;0.821;;0.821;0.821
2015;Carregal do Sal;0.425;0.0;0.101;0.0;0.432;1.0;0.086;0.301;0.699;;0.699;0.699
2015;Cartaxo;0.449;0.0;0.206;0.0;1.0;0.875;0.104;0.378;0.59;;0.59;0.59
2015;Cascais;0.254;0.0;0.052;0.0;0.686;1.0;1.0;0.706;;;;
2015;Castanheira de Pêra;0.206;0.206;0.206;0.206;0.206;0.206;0.058;0.34;0.739;;0.739;0.739
2015;Castelo Branco;0.286;0.0;0.122;0.0;0.509;0.547;0.816;0.313;0.871;;0.871;0.871
2015;Castelo de Paiva;0.185;0.0;0.052;0.0;1.0;0.603;0.169;0.11;0.583;;0.583;0.583
2015;Castelo de Vide;0.199;0.199;0.199;0.199;0.199;0.199;0.028;0.168;0.823;;0.823;0.823
2015;Castro Daire;0.0;0.303;0.0;0.0;0.575;0.213;0.144;0.131;0.547;;0.547;0.547
2015;Castro Marim;0.195;0.195;0.195;0.195;0.195;0.195;0.081;0.134;0.736;;0.736;0.736
2015;Castro Verde;0.181;0.0;0.063;0.0;1.0;0.0;0.079;1.0;;;;
2015;Celorico da Beira;0.0;0.192;0.0;0.0;1.0;1.0;0.085;0.078;0.848;;0.848;0.848
2015;Celorico de Basto;0.0;0.0;0.0;0.0;0.84;0.533;0.217;0.028;0.649;;0.649;0.649
2015;Chamusca;0.0;0.202;0.0;0.202;0.233;0.202;0.068;0.291;0.717;;0.717;0.717
