Ano;Regiao;Alunos10CGeral;Alunos10CProfissional;Alunos11CGeral;Alunos11CProfissional;Alunos12CGeral;Alunos12CProfissional;valor_RSI;valor_GMM;;;;
2017;Alenquer;0.408;0.0;0.003;0.0;0.76;0.571;0.302;0.662;;;;
2017;Alfândega da Fé;0.01;0.108;0.0;0.108;0.209;0.108;0.056;0.189;;;;
2017;Alijó;0.105;0.425;0.16;0.0;0.895;0.0;0.171;0.297;;;;
2017;Aljezur;0.108;0.108;0.108;0.108;0.108;0.108;0.008;0.201;;;;
2017;Aljustrel;0.418;0.0;0.049;0.188;0.0;0.0;0.221;0.661;;;;
2017;Almada;0.383;0.0;0.073;0.0;0.909;1.0;1.0;0.624;;;;
2017;Almeida;0.0;0.0;0.0;0.108;0.735;0.456;0.046;0.173;;;;
2017;Almeirim;0.564;0.0;0.223;0.0;0.882;0.551;0.195;0.333;;;;
2017;Almodôvar;0.038;0.111;0.0;0.0;0.787;0.0;0.061;0.271;;;;
2017;Alpiarça;0.0;0.0;0.167;0.0;0.202;1.0;0.046;0.335;;;;
2017;Alter do Chão;0.62;0.0;0.108;0.0;0.108;0.934;0.075;0.222;;;;
2017;Alvaiázere;0.523;0.0;0.0;0.0;0.303;0.0;0.061;0.264;;;;
2017;Alvito;0.115;0.0;0.115;0.0;0.115;0.129;0.037;0.337;;;;
2017;Amadora;0.571;0.0;0.143;0.0;1.0;0.979;1.0;1.0;;;;
2017;Amarante;0.0;0.0;0.0;0.0;0.645;0.0;0.839;0.247;;;;
2017;Amares;0.383;0.0;0.171;0.0;0.906;0.209;0.094;0.271;;;;
2017;Anadia;0.08;0.0;0.0;0.0;0.293;0.0;0.112;0.452;;;;
2017;Angra do Heroísmo;0.491;0.195;0.146;0.0;0.439;1.0;1.0;0.446;;;;
2017;Ansião;0.07;0.0;0.0;0.0;0.408;0.348;0.104;0.26;;;;
2017;Arcos de Valdevez;0.0;0.0;0.0;0.0;0.794;0.544;0.046;0.29;;;;
2017;Arganil;0.547;0.0;0.0;0.0;0.195;0.115;0.048;0.17;;;;
2017;Armamar;0.0;0.105;0.0;0.105;0.523;0.105;0.035;0.159;;;;
2017;Arouca;0.0;0.0;0.0;0.0;0.634;0.0;0.099;0.257;;;;
2017;Arraiolos;0.585;0.115;0.0;0.115;0.258;0.115;0.027;0.358;;;;
2017;Arronches;0.105;0.105;0.105;0.105;0.105;0.105;0.011;0.17;;;;
2017;Arruda dos Vinhos;0.0;0.355;0.0;0.0;0.401;0.913;0.042;0.367;;;;
2017;Aveiro;0.157;0.0;0.0;0.0;0.53;0.084;0.859;0.709;;;;
2017;Avis;0.115;0.115;0.115;0.0;0.115;0.206;0.142;0.331;;;;
2017;Azambuja;0.376;0.0;0.0;0.213;0.24;1.0;0.243;0.478;;;;
2017;Baião;0.0;0.0;0.0;0.0;0.993;0.0;0.53;0.141;;;;
2017;Barcelos;0.0;0.0;0.0;0.0;0.439;0.087;0.128;0.275;;;;
2017;Barrancos;0.105;0.105;0.105;0.105;0.105;0.105;0.032;0.155;;;;
2017;Barreiro;0.181;0.0;0.017;0.0;0.934;0.78;1.0;0.589;;;;
2017;Batalha;0.39;0.0;0.0;0.0;0.233;0.92;0.023;0.452;;;;
2017;Beja;0.275;0.0;0.066;0.0;0.537;0.505;1.0;0.534;;;;
2017;Belmonte;0.568;0.105;0.0;0.105;0.812;0.105;0.112;0.123;;;;
2017;Benavente;0.195;0.0;0.0;0.0;1.0;0.0;0.504;0.559;;;;
2017;Bombarral;0.136;0.0;0.0;0.0;0.467;0.0;0.046;0.305;;;;
2017;Borba;0.115;0.115;0.115;0.115;0.115;0.115;0.18;0.331;;;;
2017;Boticas;0.105;0.105;0.105;0.105;0.105;0.105;0.037;0.161;;;;
2017;Braga;0.087;0.0;0.0;0.0;0.484;0.348;1.0;0.536;;;;
2017;Bragança;0.237;0.0;0.0;0.0;0.446;0.62;0.269;0.404;;;;
2017;Cabeceiras de Basto;0.0;0.0;0.0;0.0;0.948;0.0;0.205;0.124;;;;
2017;Cadaval;0.321;0.115;0.024;0.0;0.328;0.0;0.041;0.325;;;;
2017;Caldas da Rainha;0.268;0.0;0.063;0.0;0.408;0.258;0.276;0.394;;;;
2017;Calheta [R.A.A.];0.443;0.108;0.321;0.108;0.589;0.108;0.043;0.231;;;;
2017;Calheta [R.A.M.];0.439;0.348;0.0;0.0;0.895;0.373;0.129;0.688;;;;
2017;Câmara de Lobos;0.348;0.812;0.16;0.202;0.624;0.0;0.407;0.406;;;;
2017;Caminha;0.223;0.0;0.063;0.0;0.425;0.596;0.041;0.225;;;;
2017;Campo Maior;0.408;0.0;0.0;0.0;0.61;0.07;0.24;0.793;;;;
2017;Cantanhede;0.049;0.0;0.045;0.0;0.397;0.254;0.203;0.492;;;;
2017;Carrazeda de Ansiães;0.502;0.108;0.087;0.0;0.488;0.063;0.058;0.176;;;;
2017;Carregal do Sal;0.0;0.0;0.0;0.0;0.38;0.882;0.065;0.33;;;;
2017;Cartaxo;0.275;0.411;0.0;0.0;0.122;0.017;0.096;0.429;;;;
2017;Cascais;0.223;0.0;0.0;0.0;0.578;0.941;1.0;0.713;;;;
2017;Castanheira de Pêra;0.111;0.111;0.111;0.111;0.111;0.111;0.043;0.261;;;;
2017;Castelo Branco;0.31;0.0;0.07;0.0;0.443;0.739;0.636;0.38;;;;
2017;Castelo de Paiva;0.216;0.484;0.0;0.0;1.0;0.0;0.139;0.167;;;;
2017;Castelo de Vide;0.108;0.108;0.108;0.108;0.108;0.108;0.014;0.238;;;;
2017;Castro Daire;0.0;0.087;0.0;0.0;0.575;0.0;0.156;0.204;;;;
2017;Castro Marim;0.108;0.108;0.108;0.108;0.108;0.108;0.105;0.22;;;;
2017;Castro Verde;0.491;0.0;0.0;0.0;0.92;0.0;0.075;1.0;;;;
2017;Celorico da Beira;0.181;0.0;0.01;0.0;0.523;0.108;0.089;0.19;;;;
2017;Celorico de Basto;0.0;0.0;0.0;0.063;0.592;0.07;0.172;0.074;;;;
2017;Chamusca;0.0;0.0;0.0;0.0;0.0;0.118;0.086;0.369;;;;
2017;Chaves;0.31;0.0;0.0;0.0;0.575;0.446;0.508;0.363;;;;
2017;Cinfães;0.0;0.0;0.0;0.0;0.512;0.171;0.399;0.207;;;;
2017;Coimbra;0.063;0.0;0.0;0.0;0.683;0.721;1.0;0.626;;;;
2017;Condeixa-a-Nova;0.059;0.0;0.0;0.0;0.223;0.118;0.104;0.395;;;;
2017;Constância;0.439;0.0;0.0;0.0;0.76;0.753;0.048;0.789;;;;
2017;Coruche;0.192;0.091;0.0;0.0;0.477;0.0;0.307;0.456;;;;
2017;Corvo;1.0;0.122;0.0;0.122;1.0;0.122;0.155;0.465;;;;
2017;Covilhã;0.226;0.0;0.0;0.0;0.634;0.0;0.748;0.358;;;;
2017;Crato;0.105;0.0;0.105;0.0;0.105;0.0;0.063;0.144;;;;
2017;Cuba;0.115;0.0;0.115;0.0;0.115;0.387;0.141;0.302;;;;
2017;Elvas;0.199;0.0;0.0;0.0;0.589;0.0;1.0;0.244;;;;
2017;Entroncamento;0.202;0.0;0.0;0.0;0.641;0.328;0.231;0.614;;;;
2017;Espinho;0.213;0.0;0.0;0.0;0.334;0.105;0.695;0.384;;;;
2017;Esposende;0.0;0.0;0.0;0.0;0.502;0.0;0.035;0.302;;;;
2017;Estarreja;0.449;0.174;0.0;0.0;0.551;1.0;0.469;0.636;;;;
2017;Estremoz;0.512;0.0;0.0;0.0;1.0;0.0;0.305;0.373;;;;
2017;Évora;0.275;0.0;0.0;0.0;0.819;0.178;0.933;0.595;;;;
2017;Fafe;0.0;0.0;0.0;0.007;0.491;0.164;0.276;0.173;;;;
2017;Faro;0.164;0.0;0.0;0.0;0.718;0.84;0.971;0.647;;;;
2017;Felgueiras;0.059;0.0;0.0;0.0;0.345;0.334;0.389;0.203;;;;
2017;Ferreira do Alentejo;0.62;0.118;0.0;0.118;0.167;0.118;0.131;0.364;;;;
2017;Ferreira do Zêzere;0.233;0.0;0.0;0.0;0.258;0.739;0.041;0.282;;;;
2017;Figueira da Foz;0.0;0.0;0.0;0.0;0.286;0.603;0.707;0.671;;;;
2017;Figueira de Castelo Rodrigo;0.017;0.15;0.0;0.108;0.76;1.0;0.198;0.164;;;;
2017;Figueiró dos Vinhos;0.202;0.108;0.01;0.0;0.502;0.108;0.068;0.197;;;;
2017;Fornos de Algodres;0.0;0.0;0.0;0.0;0.523;0.115;0.023;0.109;;;;
2017;Freixo de Espada à Cinta;0.108;0.108;0.108;0.108;0.108;0.108;0.06;0.197;;;;
2017;Fronteira;0.111;0.111;0.111;0.111;0.111;0.111;0.019;0.308;;;;
2017;Funchal;0.073;0.167;0.045;0.0;0.564;0.596;1.0;0.647;;;;
2017;Fundão;0.31;0.132;0.0;0.0;0.15;0.167;0.354;0.29;;;;
2017;Gavião;0.108;0.108;0.108;0.108;0.108;0.108;0.057;0.174;;;;
2017;Góis;0.105;0.105;0.105;0.105;0.105;0.105;0.018;0.12;;;;
2017;Golegã;0.314;0.0;0.0;0.0;0.202;0.882;0.029;0.323;;;;
2017;Gondomar;0.049;0.0;0.0;0.0;0.376;0.425;1.0;0.383;;;;
2017;Gouveia;0.0;0.01;0.0;0.0;0.578;1.0;0.236;0.22;;;;
2017;Grândola;0.15;0.0;0.0;0.0;0.0;0.052;0.147;0.383;;;;
2017;Guarda;0.066;0.0;0.0;0.0;0.261;0.181;0.731;0.477;;;;
2017;Guimarães;0.052;0.0;0.0;0.0;0.732;0.341;0.597;0.321;;;;
2017;Horta;1.0;0.0;0.495;0.0;0.115;0.0;0.203;0.568;;;;
2017;Idanha-a-Nova;0.3;0.0;0.16;0.0;0.812;0.073;0.275;0.248;;;;
2017;Ílhavo;0.348;0.0;0.0;0.0;0.686;1.0;0.478;0.553;;;;
2017;Lagoa;0.672;0.0;0.052;0.0;0.843;1.0;0.267;0.424;;;;
2017;Lagoa [R.A.A.];1.0;0.937;0.233;0.418;0.735;1.0;1.0;0.318;;;;
2017;Lagos;0.495;0.066;0.077;0.0;0.875;1.0;0.183;0.337;;;;
2017;Lajes das Flores;0.122;0.122;0.122;0.122;0.122;0.122;0.155;0.484;;;;
2017;Lajes do Pico;0.024;0.108;0.028;0.108;1.0;0.0;0.048;0.171;;;;
2017;Lamego;0.282;0.0;0.0;0.0;0.634;0.0;0.401;0.271;;;;
2017;Leiria;0.129;0.0;0.0;0.0;0.582;0.348;0.688;0.553;;;;
2017;Lisboa;0.341;0.0;0.077;0.0;0.561;0.794;1.0;1.0;;;;
2017;Loulé;0.321;0.0;0.122;0.0;0.829;0.498;0.572;0.466;;;;
2017;Loures;0.429;0.0;0.028;0.0;0.666;0.749;1.0;0.718;;;;
2017;Lourinhã;0.314;0.0;0.0;0.0;0.666;1.0;0.208;0.279;;;;
2017;Lousã;0.063;0.0;0.296;0.0;0.188;0.0;0.243;0.367;;;;
2017;Lousada;0.16;0.0;0.0;0.0;0.631;0.247;0.563;0.119;;;;
2017;Mação;0.049;0.0;0.0;0.0;0.397;0.017;0.028;0.209;;;;
2017;Macedo de Cavaleiros;0.293;0.0;0.157;0.0;0.84;0.683;0.236;0.219;;;;
2017;Machico;0.0;0.972;0.0;0.0;0.592;0.258;0.223;0.613;;;;
2017;Madalena;0.22;0.195;0.0;0.686;0.948;1.0;0.096;0.293;;;;
2017;Mafra;0.216;0.0;0.007;0.0;0.669;1.0;0.366;0.372;;;;
2017;Maia;0.373;0.094;0.0;0.0;0.352;0.24;1.0;0.704;;;;
2017;Mangualde;0.028;0.0;0.0;0.0;0.927;1.0;0.252;0.542;;;;
2017;Manteigas;0.523;0.0;0.0;0.0;0.425;0.0;0.015;0.129;;;;
2017;Marco de Canaveses;0.0;0.0;0.0;0.0;0.387;0.484;1.0;0.213;;;;
2017;Marinha Grande;0.0;0.0;0.0;0.0;0.516;0.408;0.402;0.853;;;;
2017;Marvão;0.101;0.101;0.101;0.101;0.101;0.101;0.013;0.096;;;;
2017;Matosinhos;0.282;0.0;0.0;0.0;0.662;0.157;1.0;0.811;;;;
2017;Mealhada;0.0;0.0;0.0;0.0;0.446;0.272;0.049;0.484;;;;
2017;Mêda;0.188;0.108;0.0;0.108;0.265;0.108;0.018;0.239;;;;
2017;Melgaço;0.303;0.0;0.0;0.108;0.672;0.108;0.004;0.216;;;;
2017;Mértola;0.314;0.676;0.0;0.0;0.01;0.0;0.066;0.181;;;;
2017;Mesão Frio;0.0;0.0;0.0;0.0;0.463;0.812;0.071;0.235;;;;
2017;Mira;0.0;0.0;0.028;0.0;0.359;0.895;0.053;0.308;;;;
2017;Miranda do Corvo;0.411;0.0;0.0;0.0;0.293;0.683;0.07;0.216;;;;
2017;Miranda do Douro;0.481;0.0;0.0;0.233;1.0;0.111;0.042;0.288;;;;
2017;Mirandela;0.042;0.0;0.174;0.0;0.962;0.153;0.253;0.313;;;;
2017;Mogadouro;0.098;0.0;0.613;0.0;1.0;0.0;0.086;0.218;;;;
2017;Moimenta da Beira;0.672;0.0;0.0;0.0;0.0;0.76;0.272;0.139;;;;
2017;Moita;0.422;0.0;0.216;0.0;1.0;0.983;1.0;0.402;;;;
2017;Monção;0.237;0.0;0.0;0.0;1.0;0.0;0.054;0.223;;;;
2017;Monchique;0.111;0.111;0.111;0.111;0.111;0.111;0.015;0.256;;;;
2017;Mondim de Basto;0.122;0.0;0.0;0.111;0.366;0.491;0.081;0.097;;;;
2017;Monforte;0.122;0.122;0.122;0.122;0.122;0.122;0.245;0.418;;;;
2017;Montalegre;0.972;0.188;0.056;0.425;0.603;0.0;0.042;0.205;;;;
2017;Montemor-o-Novo;0.0;0.0;0.0;0.314;0.631;1.0;0.127;0.362;;;;
2017;Montemor-o-Velho;0.0;0.0;0.0;0.0;0.812;0.31;0.131;0.384;;;;
2017;Montijo;0.237;0.042;0.0;0.087;0.732;1.0;1.0;0.47;;;;
2017;Mora;0.979;0.111;0.0;0.111;0.523;0.111;0.056;0.275;;;;
2017;Mortágua;0.0;0.0;0.0;0.0;0.725;0.0;0.029;0.389;;;;
2017;Moura;0.0;0.0;0.01;0.0;1.0;0.0;1.0;0.3;;;;
2017;Mourão;0.111;0.111;0.111;0.111;0.111;0.111;0.229;0.219;;;;
2017;Murça;0.0;0.188;0.0;0.314;1.0;0.261;0.179;0.27;;;;
2017;Murtosa;0.544;0.111;0.0;0.111;0.233;0.111;0.033;0.278;;;;
2017;Nazaré;0.0;0.0;0.0;0.0;1.0;0.404;0.06;0.24;;;;
2017;Nelas;0.0;0.031;0.0;0.0;0.209;0.0;0.147;0.46;;;;
2017;Nisa;0.0;0.108;0.233;0.108;1.0;0.108;0.096;0.173;;;;
2017;Nordeste;0.0;0.812;0.397;0.0;0.676;0.0;0.313;0.252;;;;
2017;Óbidos;0.195;0.15;0.0;0.115;1.0;0.92;0.015;0.382;;;;
2017;Odemira;0.171;0.0;0.0;0.0;0.683;0.0;0.103;0.29;;;;
2017;Odivelas;0.533;0.0;0.192;0.0;1.0;1.0;1.0;0.37;;;;
2017;Oeiras;0.289;0.0;0.0;0.0;0.624;0.941;0.971;1.0;;;;
2017;Oleiros;1.0;0.0;0.0;0.0;0.812;0.0;0.0;0.29;;;;
2017;Olhão;0.24;0.066;0.185;0.0;0.627;0.401;0.458;0.323;;;;
2017;Oliveira de Azeméis;0.0;0.0;0.0;0.0;0.505;0.15;0.338;0.55;;;;
2017;Oliveira de Frades;0.568;0.0;0.0;0.0;0.296;0.864;0.005;0.514;;;;
2017;Oliveira do Bairro;0.01;0.0;0.0;0.0;0.317;0.01;0.257;0.444;;;;
2017;Oliveira do Hospital;0.348;0.0;0.279;0.0;0.505;0.341;0.115;0.223;;;;
2017;Ourém;0.042;0.0;0.0;0.0;0.362;0.355;0.101;0.397;;;;
2017;Ourique;0.0;0.108;0.0;0.108;0.408;0.108;0.051;0.209;;;;
2017;Ovar;0.146;0.0;0.0;0.0;0.756;0.341;0.748;0.484;;;;
2017;Paços de Ferreira;0.129;0.0;0.0;0.0;0.596;0.0;0.999;0.186;;;;
2017;Palmela;0.23;0.0;0.0;0.0;0.707;0.0;0.422;1.0;;;;
2017;Pampilhosa da Serra;0.15;0.108;0.233;0.108;1.0;0.108;0.0;0.204;;;;
2017;Paredes;0.129;0.0;0.0;0.0;0.446;0.244;1.0;0.243;;;;
2017;Paredes de Coura;0.0;0.181;0.0;0.0;0.627;0.0;0.005;0.266;;;;
2017;Pedrógão Grande;0.108;0.115;0.108;0.0;0.108;1.0;0.029;0.198;;;;
2017;Penacova;0.122;0.314;0.0;0.0;0.986;0.024;0.037;0.364;;;;
2017;Penafiel;0.146;0.0;0.0;0.0;0.631;0.052;1.0;0.322;;;;
2017;Penalva do Castelo;0.439;0.0;0.0;0.0;0.328;0.0;0.106;0.243;;;;
2017;Penamacor;0.408;0.108;0.063;0.0;0.812;0.15;0.038;0.233;;;;
2017;Penedono;0.101;0.101;0.101;0.101;0.101;0.101;0.022;0.08;;;;
2017;Penela;0.111;0.111;0.111;0.0;0.111;0.0;0.022;0.285;;;;
2017;Peniche;0.094;0.0;0.105;0.0;0.679;0.387;0.204;0.337;;;;
2017;Peso da Régua;0.275;0.031;0.0;0.0;0.784;0.0;0.551;0.373;;;;
2017;Pinhel;0.0;0.0;0.0;0.0;0.575;1.0;0.058;0.162;;;;
2017;Pombal;0.16;0.0;0.059;0.0;0.787;0.334;0.375;0.414;;;;
2017;Ponta Delgada;0.453;0.328;0.0;0.0;0.139;0.481;1.0;0.714;;;;
2017;Ponta do Sol;0.16;0.348;0.0;0.0;0.432;0.108;0.046;0.21;;;;
2017;Ponte da Barca;0.0;0.0;0.0;0.0;0.512;0.54;0.038;0.208;;;;
2017;Ponte de Lima;0.077;0.0;0.0;0.0;0.3;0.226;0.139;0.299;;;;
2017;Ponte de Sor;0.066;0.0;0.0;0.0;0.791;0.418;0.214;0.366;;;;
2017;Portalegre;0.307;0.0;0.0;0.0;0.763;0.0;0.179;0.44;;;;
2017;Portel;0.111;0.111;0.111;0.111;0.111;0.111;0.072;0.259;;;;
2017;Portimão;0.467;0.0;0.125;0.0;1.0;1.0;0.852;0.445;;;;
2017;Porto;0.038;0.0;0.0;0.0;0.199;0.38;1.0;0.985;;;;
2017;Porto de Mós;0.446;0.0;0.146;0.0;0.275;0.035;0.152;0.475;;;;
2017;Porto Moniz;0.0;0.105;0.0;0.105;0.15;0.105;0.0;0.164;;;;
2017;Porto Santo;0.0;0.523;0.0;0.129;0.477;1.0;0.01;0.608;;;;
2017;Póvoa de Lanhoso;0.474;0.129;0.0;0.094;0.279;0.282;0.062;0.171;;;;
2017;Póvoa de Varzim;0.303;0.0;0.0;0.0;0.429;0.617;0.556;0.357;;;;
2017;Povoação;1.0;0.136;0.38;0.0;0.93;0.882;0.478;0.344;;;;
2017;Proença-a-Nova;0.376;0.0;0.0;0.111;0.488;0.0;0.025;0.259;;;;
2017;Redondo;0.017;0.0;0.0;0.0;0.662;0.0;0.108;0.301;;;;
2017;Reguengos de Monsaraz;0.753;0.387;0.0;0.0;1.0;1.0;0.337;0.323;;;;
2017;Resende;0.303;0.0;0.0;0.0;0.655;0.0;0.285;0.096;;;;
2017;Ribeira Brava;0.0;0.209;0.0;0.174;0.369;0.76;0.062;0.247;;;;
2017;Ribeira de Pena;0.523;0.0;0.0;0.0;0.746;0.0;0.061;0.953;;;;
2017;Ribeira Grande;0.282;0.0;0.15;0.0;0.742;1.0;1.0;0.402;;;;
2017;Rio Maior;0.369;0.0;0.0;0.0;0.551;0.07;0.213;0.433;;;;
2017;Sabrosa;0.0;0.348;0.0;0.0;0.812;0.0;0.094;0.362;;;;
2017;Sabugal;0.195;0.0;0.0;0.0;0.958;0.0;0.186;0.217;;;;
2017;Salvaterra de Magos;0.345;0.0;0.0;0.0;0.655;0.049;0.198;0.342;;;;
2017;Santa Comba Dão;0.328;0.038;0.0;0.15;0.408;0.854;0.065;0.278;;;;
2017;Santa Cruz;0.0;0.195;0.028;0.0;0.836;0.0;0.418;0.585;;;;
2017;Santa Cruz da Graciosa;0.0;0.118;0.258;0.0;0.017;0.118;0.163;0.353;;;;
2017;Santa Cruz das Flores;0.547;0.125;0.0;0.125;0.233;0.125;0.038;0.543;;;;
2017;Santa Maria da Feira;0.0;0.0;0.0;0.0;0.39;0.449;1.0;0.493;;;;
2017;Santa Marta de Penaguião;0.108;0.108;0.108;0.108;0.108;0.108;0.142;0.175;;;;
2017;Santana;0.073;0.265;0.077;0.0;0.812;0.0;0.084;0.209;;;;
2017;Santarém;0.324;0.0;0.014;0.0;0.54;0.293;0.759;0.514;;;;
2017;Santiago do Cacém;0.209;0.0;0.0;0.0;0.672;1.0;0.133;0.445;;;;
2017;Santo Tirso;0.0;0.0;0.0;0.0;0.491;0.052;0.707;0.373;;;;
2017;São Brás de Alportel;0.164;0.0;0.031;0.0;0.77;0.523;0.057;0.302;;;;
2017;São João da Madeira;0.0;0.0;0.0;0.0;0.209;0.328;0.179;0.506;;;;
2017;São João da Pesqueira;0.174;0.0;0.404;0.0;1.0;0.017;0.052;0.277;;;;
2017;São Pedro do Sul;0.289;0.0;0.0;0.0;0.265;0.0;0.044;0.142;;;;
2017;São Roque do Pico;0.92;0.118;0.202;0.0;0.456;0.118;0.034;0.393;;;;
2017;São Vicente;0.01;0.676;0.0;0.0;0.296;0.0;0.0;0.23;;;;
2017;Sardoal;0.0;0.108;0.0;0.0;0.0;0.0;0.049;0.224;;;;
2017;Sátão;0.105;0.0;0.0;0.0;0.916;0.648;0.129;0.123;;;;
2017;Seia;0.063;0.0;0.0;0.0;0.85;0.418;0.356;0.273;;;;
2017;Seixal;0.282;0.0;0.118;0.0;1.0;1.0;1.0;0.778;;;;
2017;Sernancelhe;0.105;0.0;0.105;0.059;0.105;0.54;0.09;0.104;;;;
2017;Serpa;0.456;0.0;0.0;0.0;0.965;0.383;0.455;0.218;;;;
2017;Sertã;0.0;0.0;0.251;0.0;0.418;0.544;0.131;0.26;;;;
2017;Sesimbra;0.557;0.0;0.059;0.0;0.861;0.836;0.664;0.356;;;;
2017;Setúbal;0.216;0.0;0.0;0.0;0.784;0.641;1.0;0.756;;;;
2017;Sever do Vouga;0.087;0.0;0.0;0.0;0.359;1.0;0.058;0.407;;;;
2017;Silves;0.613;0.0;0.0;0.0;0.763;1.0;0.148;0.352;;;;
2017;Sines;0.551;0.0;0.031;0.0;0.913;0.334;0.226;1.0;;;;
2017;Sintra;0.47;0.0;0.139;0.0;0.976;1.0;1.0;0.75;;;;
2017;Sobral de Monte Agraço;0.0;0.0;0.0;0.0;0.0;0.115;0.019;0.318;;;;
2017;Soure;0.084;0.0;0.0;0.0;0.568;0.753;0.074;0.317;;;;
2017;Sousel;0.111;0.0;0.111;0.111;0.111;0.111;0.124;0.244;;;;
2017;Tábua;0.477;0.007;0.0;0.024;0.672;0.0;0.082;0.227;;;;
2017;Tabuaço;0.024;0.0;0.101;0.115;0.93;0.115;0.119;0.338;;;;
2017;Tarouca;0.0;0.0;0.0;0.0;0.334;0.0;0.095;0.209;;;;
2017;Tavira;0.289;0.798;0.282;0.167;0.679;1.0;0.068;0.274;;;;
2017;Terras de Bouro;0.0;0.0;0.0;0.111;0.0;0.111;0.003;0.276;;;;
2017;Tomar;0.226;0.0;0.0;0.0;1.0;0.456;0.408;0.416;;;;
2017;Tondela;0.101;0.0;0.0;0.0;0.693;0.0;0.101;0.492;;;;
2017;Torre de Moncorvo;0.523;0.568;0.0;0.108;0.648;0.456;0.063;0.189;;;;
2017;Torres Novas;0.331;0.0;0.0;0.0;0.774;0.237;0.214;0.533;;;;
2017;Torres Vedras;0.321;0.0;0.0;0.0;0.742;0.746;0.401;0.441;;;;
2017;Trancoso;0.105;0.0;0.0;0.0;0.638;0.08;0.061;0.34;;;;
2017;Trofa;0.0;0.0;0.0;0.0;0.216;0.0;0.385;0.502;;;;
2017;Vagos;0.0;0.756;0.0;0.098;0.582;0.589;0.124;0.401;;;;
2017;Vale de Cambra;0.08;0.0;0.0;0.0;0.164;0.171;0.082;0.59;;;;
2017;Valença;0.15;0.0;0.0;0.0;0.523;0.0;0.118;0.316;;;;
2017;Valongo;0.132;0.0;0.0;0.0;0.645;0.714;1.0;0.478;;;;
2017;Valpaços;0.415;0.0;0.0;0.0;0.784;0.15;0.267;0.144;;;;
2017;Velas;0.0;0.22;0.063;0.0;0.523;0.223;0.133;0.384;;;;
2017;Vendas Novas;0.101;0.0;0.0;0.0;0.767;0.0;0.122;0.475;;;;
2017;Viana do Alentejo;0.477;0.111;0.01;0.111;1.0;0.111;0.118;0.266;;;;
2017;Viana do Castelo;0.122;0.0;0.0;0.0;0.209;0.084;0.677;0.523;;;;
2017;Vidigueira;0.115;0.0;0.115;0.0;0.115;0.0;0.285;0.261;;;;
2017;Vieira do Minho;0.0;0.0;0.0;0.087;0.899;0.958;0.1;0.198;;;;
2017;Vila da Praia da Vitória;0.258;0.0;0.324;0.0;1.0;0.0;0.996;0.458;;;;
2017;Vila de Rei;0.92;0.105;0.0;0.0;0.105;0.105;0.004;0.17;;;;
2017;Vila do Bispo;0.115;0.115;0.115;0.115;0.115;0.115;0.0;0.346;;;;
2017;Vila do Conde;0.181;0.0;0.0;0.0;0.934;0.551;0.615;0.548;;;;
2017;Vila do Porto;0.16;0.321;0.174;0.0;0.958;0.0;0.155;1.0;;;;
2017;Vila Flor;0.233;0.0;0.0;0.111;0.631;0.111;0.093;0.247;;;;
2017;Vila Franca de Xira;0.449;0.0;0.084;0.0;1.0;1.0;1.0;0.764;;;;
2017;Vila Franca do Campo;0.763;0.425;0.627;0.0;0.979;0.202;0.624;0.182;;;;
2017;Vila Nova da Barquinha;0.78;0.0;0.0;0.108;0.889;0.0;0.1;0.207;;;;
2017;Vila Nova de Cerveira;0.46;0.0;0.0;0.0;0.362;0.0;0.019;0.542;;;;
2017;Vila Nova de Famalicão;0.0;0.0;0.0;0.0;0.495;0.352;0.883;0.505;;;;
2017;Vila Nova de Foz Côa;0.0;0.0;0.0;0.115;1.0;1.0;0.034;0.323;;;;
2017;Vila Nova de Gaia;0.282;0.0;0.007;0.0;0.575;0.286;1.0;0.609;;;;
2017;Vila Nova de Paiva;0.0;0.0;0.425;0.105;0.523;0.105;0.043;0.158;;;;
2017;Vila Nova de Poiares;0.331;0.394;0.0;0.0;0.275;0.296;0.148;0.318;;;;
2017;Vila Pouca de Aguiar;0.0;0.672;0.0;0.369;0.415;1.0;0.147;0.235;;;;
2017;Vila Real;0.188;0.0;0.0;0.0;0.516;0.711;0.687;0.474;;;;
2017;Vila Real de Santo António;0.331;0.0;0.007;0.0;1.0;1.0;0.26;0.301;;;;
2017;Vila Velha de Ródão;0.129;0.129;0.129;0.129;0.129;0.129;0.019;0.648;;;;
2017;Vila Verde;0.209;0.0;0.0;0.0;0.721;0.028;0.153;0.208;;;;
2017;Vila Viçosa;0.233;0.0;0.0;0.0;0.969;0.0;0.124;0.494;;;;
2017;Vimioso;0.108;0.108;0.108;0.108;0.108;0.108;0.019;0.202;;;;
2017;Vinhais;0.348;0.0;0.087;0.0;1.0;0.038;0.091;0.1;;;;
2017;Viseu;0.01;0.0;0.0;0.0;0.401;0.474;1.0;0.411;;;;
2017;Vizela;0.059;0.216;0.0;0.0;0.362;0.676;0.037;0.175;;;;
2017;Vouzela;0.0;0.0;0.0;0.0;0.638;0.0;0.005;0.27;;;;
2018;Abrantes;0.021;0.01;0.017;0.0;0.533;0.415;0.564;0.605;;;;
2018;Águeda;0.275;0.0;0.0;0.0;0.456;0.129;0.349;0.525;;;;
2018;Aguiar da Beira;0.0;0.0;0.0;0.0;0.443;0.059;0.011;0.155;;;;
2018;Alandroal;0.063;0.063;0.063;0.063;0.063;0.063;0.027;0.233;;;;
