Ano;Regiao;Curso;Ano Escolar;Valor Alunos;Valor RSI;Valor GMM;zscore_valor_alunos;zscore_bool_valor_alunos;zscore_valor_rsi;zscore_bool_valor_rsi;zscore_valor_gmm;zscore_bool_valor_gmm;zscore_valor_alunos1;zscore_bool_valor_alunos1
2012.0;Santa Cruz da Graciosa;Cursos Tecnológicos e Profissionais;10º ano;49.5;175.0;933.0;3.997286116727577;FALSE;-0.2554886158439579;TRUE;-0.1758802432452571;TRUE;3.132175724112948;FALSE
2012.0;São Brás de Alportel;Cursos Tecnológicos e Profissionais;12º ano;49.5;152.0;935.5;4.639534965080345;FALSE;-0.2794256983115001;TRUE;-0.1623222425782598;TRUE;3.132175724112948;FALSE
2012.0;São João da Pesqueira;Cursos Tecnológicos e Profissionais;12º ano;49.5;126.0;809.6;3.1381740208790703;FALSE;-0.3064850089269826;TRUE;-0.8451031561682432;TRUE;3.132175724112948;FALSE
2012.0;São Vicente;Cursos Tecnológicos e Profissionais;10º ano;49.5;46.0;820.0;3.5051733627949377;FALSE;-0.3897444262053904;TRUE;-0.7887018733935345;TRUE;3.132175724112948;FALSE
2012.0;Sátão;Cursos Tecnológicos e Profissionais;12º ano;48.5;195.0;730.4;2.912969879248879;TRUE;-0.2346737615243559;TRUE;-1.2746206172987171;TRUE;3.045294271714031;FALSE
2012.0;Silves;Cursos Tecnológicos e Profissionais;12º ano;49.5;297.0;900.3;3.755400186828484;FALSE;-0.128518004494386;TRUE;-0.3532188919695819;TRUE;3.132175724112948;FALSE
2012.0;Sintra;Cursos Tecnológicos e Profissionais;12º ano;49.0;3303.0;1181.8;2.9546743499211368;TRUE;6.518705722470495;FALSE;1.1734119831343126;TRUE;3.0887349979134897;FALSE
2012.0;Tabuaço;Cursos gerais;12º ano;49.5;162.0;807.4;3.2799692211647464;FALSE;-0.2690182711516992;TRUE;-0.857034196755201;TRUE;3.132175724112948;FALSE
2012.0;Tavira;Cursos Tecnológicos e Profissionais;12º ano;49.5;306.0;847.0;3.538536939332744;FALSE;-0.1191513200505651;TRUE;-0.6422754661899638;TRUE;3.132175724112948;FALSE
2012.0;Torres Vedras;Cursos Tecnológicos e Profissionais;12º ano;49.5;585.0;923.4;3.2799692211647464;FALSE;0.1712158977078819;TRUE;-0.2279429658065268;TRUE;3.132175724112948;FALSE
2012.0;Vila de Rei;Cursos gerais;10º ano;49.5;39.0;692.1;3.630286774811711;FALSE;-0.3970296252172511;TRUE;-1.4823291875171156;TRUE;3.132175724112948;FALSE
2012.0;Vila Franca de Xira;Cursos Tecnológicos e Profissionais;12º ano;49.5;1717.0;1148.5;3.4217644214504226;FALSE;1.349336652197352;TRUE;0.9928194142499088;TRUE;3.132175724112948;FALSE
2012.0;Vila Franca do Campo;Cursos gerais;10º ano;49.5;801.0;933.0;3.0047197147278464;FALSE;0.396016324359583;TRUE;-0.1758802432452571;TRUE;3.132175724112948;FALSE
2012.0;Vila Franca do Campo;Cursos gerais;12º ano;49.5;801.0;933.0;3.738718398559581;FALSE;0.396016324359583;TRUE;-0.1758802432452571;TRUE;3.132175724112948;FALSE
2012.0;Vila Nova de Paiva;Cursos Tecnológicos e Profissionais;12º ano;49.5;48.0;724.5;3.038083291265652;FALSE;-0.3876629407734303;TRUE;-1.306617498872831;TRUE;3.132175724112948;FALSE
2012.0;Vila Nova de Poiares;Cursos gerais;12º ano;49.5;187.0;800.5;4.739625694693763;FALSE;-0.2429997032521967;TRUE;-0.8944542785961134;TRUE;3.132175724112948;FALSE
2012.0;Vila Pouca de Aguiar;Cursos Tecnológicos e Profissionais;12º ano;49.5;226.0;779.0;3.221582962223586;FALSE;-0.2024107373289729;TRUE;-1.01105308433229;TRUE;3.132175724112948;FALSE
2012.0;Vila Real de Santo António;Cursos Tecnológicos e Profissionais;12º ano;49.5;468.0;853.5;3.24660564462694;FALSE;0.0494489999382105;TRUE;-0.6070246644557709;TRUE;3.132175724112948;FALSE
2012.0;Vila Viçosa;Cursos gerais;12º ano;49.5;142.0;967.5;3.196560279820232;FALSE;-0.2898331254713011;TRUE;0.0112201659593054;TRUE;3.132175724112948;FALSE
2013.0;Alcanena;Cursos Tecnológicos e Profissionais;12º ano;49.5;85.0;985.2;3.038083291265652;FALSE;-0.3491554602821666;TRUE;0.1072108106816464;TRUE;3.132175724112948;FALSE
2013.0;Alenquer;Cursos gerais;12º ano;48.2;362.0;1058.5;2.887947196845525;TRUE;-0.0608697279556797;TRUE;0.5047313902380066;TRUE;3.0192298359943566;FALSE
2013.0;Alenquer;Cursos Tecnológicos e Profissionais;12º ano;49.5;362.0;1058.5;4.589489600273635;FALSE;-0.0608697279556797;TRUE;0.5047313902380066;TRUE;3.132175724112948;FALSE
2013.0;Alfândega da Fé;Cursos gerais;12º ano;49.5;33.0;751.1;3.3383554801059074;FALSE;-0.4032740815131317;TRUE;-1.1623603717759796;TRUE;3.132175724112948;FALSE
2013.0;Almeida;Cursos gerais;12º ano;49.5;109.0;764.7;3.455127997988228;FALSE;-0.3241776350986443;TRUE;-1.0886048481475143;TRUE;3.132175724112948;FALSE
2013.0;Alter do Chão;Cursos Tecnológicos e Profissionais;12º ano;49.5;103.0;790.8;4.431012611719057;FALSE;-0.3304220913945249;TRUE;-0.9470593211840632;TRUE;3.132175724112948;FALSE
2013.0;Amadora;Cursos gerais;12º ano;49.5;3303.0;1270.3;3.580241410005001;FALSE;4.605820610499077;FALSE;1.6533652067460165;TRUE;3.132175724112948;FALSE
2013.0;Amadora;Cursos Tecnológicos e Profissionais;12º ano;49.5;3303.0;1270.3;3.738718398559581;FALSE;4.605820610499077;FALSE;1.6533652067460165;TRUE;3.132175724112948;FALSE
2013.0;Batalha;Cursos Tecnológicos e Profissionais;12º ano;49.5;35.0;899.5;3.5552187276016465;FALSE;-0.4011925960811715;TRUE;-0.3575574521830208;TRUE;3.132175724112948;FALSE
2013.0;Bombarral;Cursos Tecnológicos e Profissionais;12º ano;49.5;77.0;826.4;3.3550372683748098;FALSE;-0.3574814020100074;TRUE;-0.7539933916860216;TRUE;3.132175724112948;FALSE
2013.0;Câmara de Lobos;Cursos Tecnológicos e Profissionais;10º ano;48.1;666.0;887.4;2.879606302711074;TRUE;0.2555160577022698;TRUE;-0.4231781754112877;TRUE;3.0105416907544646;FALSE
2013.0;Campo Maior;Cursos Tecnológicos e Profissionais;12º ano;49.5;313.0;1180.2;4.823034636038279;FALSE;-0.1118661210387044;TRUE;1.1647348627074348;TRUE;3.132175724112948;FALSE
2013.0;Cinfães;Cursos gerais;12º ano;49.5;543.0;713.6;3.121492232610167;FALSE;0.1275047036367179;TRUE;-1.365730381780939;TRUE;3.132175724112948;FALSE
2013.0;Estarreja;Cursos Tecnológicos e Profissionais;12º ano;49.5;466.0;1084.4;3.271628327030294;FALSE;0.0473675145062503;TRUE;0.645192277148099;TRUE;3.132175724112948;FALSE
2013.0;Ferreira do Zêzere;Cursos gerais;12º ano;49.5;46.0;795.4;3.038083291265652;FALSE;-0.3897444262053904;TRUE;-0.922112599956788;TRUE;3.132175724112948;FALSE
2013.0;Horta;Cursos gerais;12º ano;49.5;272.0;933.0;4.39764903518125;FALSE;-0.1545365723938885;TRUE;-0.1758802432452571;TRUE;3.132175724112948;FALSE
2013.0;Idanha-a-Nova;Cursos gerais;12º ano;49.5;213.0;757.4;3.772081975097386;FALSE;-0.2159403926367142;TRUE;-1.1281942100951468;TRUE;3.132175724112948;FALSE
2013.0;Lagoa [R.A.A.];Cursos gerais;12º ano;49.5;1066.0;933.0;4.17244489355106;FALSE;0.6718131440943087;TRUE;-0.1758802432452571;TRUE;3.132175724112948;FALSE
2013.0;Lagos;Cursos Tecnológicos e Profissionais;12º ano;49.5;470.0;866.2;3.196560279820232;FALSE;0.0515304853701707;TRUE;-0.5381500210674244;TRUE;3.132175724112948;FALSE
2013.0;Loulé;Cursos Tecnológicos e Profissionais;12º ano;49.5;728.0;949.4;3.104810444341264;FALSE;0.3200421060930359;TRUE;-0.086939758869755;TRUE;3.132175724112948;FALSE
2013.0;Loures;Cursos Tecnológicos e Profissionais;12º ano;49.5;3303.0;1125.5;2.996378820593394;TRUE;3.3933553463822634;FALSE;0.868085808113534;TRUE;3.132175724112948;FALSE
2013.0;Mação;Cursos gerais;12º ano;49.5;30.0;776.1;5.123306824878533;FALSE;-0.406396309661072;TRUE;-1.0267803651060068;TRUE;3.132175724112948;FALSE
2013.0;Macedo de Cavaleiros;Cursos Tecnológicos e Profissionais;12º ano;49.5;185.0;805.8;3.313332797702552;FALSE;-0.2450811886841569;TRUE;-0.8657113171820794;TRUE;3.132175724112948;FALSE
2013.0;Machico;Cursos Tecnológicos e Profissionais;12º ano;49.5;289.0;1049.5;3.038083291265652;FALSE;-0.1368439462222268;TRUE;0.4559225878368164;TRUE;3.132175724112948;FALSE
2013.0;Mangualde;Cursos Tecnológicos e Profissionais;12º ano;49.5;238.0;923.6;3.613604986542808;FALSE;-0.1899218247372117;TRUE;-0.2268583257531668;TRUE;3.132175724112948;FALSE
2013.0;Mira;Cursos Tecnológicos e Profissionais;12º ano;49.5;50.0;833.9;5.031556989399567;FALSE;-0.3855814553414701;TRUE;-0.7133193896850297;TRUE;3.132175724112948;FALSE
2013.0;Miranda do Douro;Cursos Tecnológicos e Profissionais;12º ano;49.5;69.0;826.5;4.431012611719057;FALSE;-0.3658073437378482;TRUE;-0.7534510716593416;TRUE;3.132175724112948;FALSE
2013.0;Mogadouro;Cursos gerais;12º ano;49.5;52.0;786.5;4.489398870660217;FALSE;-0.3834999699095098;TRUE;-0.9703790823312982;TRUE;3.132175724112948;FALSE
2013.0;Montemor-o-Velho;Cursos Tecnológicos e Profissionais;12º ano;49.5;208.0;818.3;3.4134235273159703;FALSE;-0.2211441062166147;TRUE;-0.797921313847093;TRUE;3.132175724112948;FALSE
